"Nomor Registrasi","Nama Produk","Komposisi","Bentuk Sediaan","Kemasan","Pendaftar","Perusahaan","Negara_Asal","Tanggal Terbit","Masa Berlaku s/d","Status","Kategori_Obat","Golongan_Obat","Asal_Obat","Jumlah_Zat_Aktif","Durasi_Registrasi_Tahun","Sudah_Kedaluwarsa","Sisa_Hari_Berlaku","List_Zat_Aktif","Jumlah_Varian_Kemasan","Komposisi_Normalized","drug_category","all_drug_categories","raw_mapped_categories","unsupported_drug_categories","drug_category_match_status","drug_category_is_supported","drug_category_source"
"DTL0304518837A2","VICKS FORMULA 44","DOXYLAMINE SUCCINATE. DEXTROMETHORPHAN HYDROBROMIDE","SIRUP; 2 MG /5 MG","16 SACHET @ 5 ML ;; DUS, 24 SACHET @ 5 ML ;; DUS, 12 SACHET @ 2 X 5 ML","DARYA-VARIA LABORATORIA TBK - Indonesia","DARYA-VARIA LABORATORIA TBK","Indonesia","2020-09-09","2025-01-29","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","4.4","True","-474","['DOXYLAMINE SUCCINATE. DEXTROMETHORPHAN HYDROBROMIDE']","3","DOXYLAMINE SUCCINATE. DEXTROMETHORPHAN HYDROBROMIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL0304518837A1","VICKS FORMULA 44","DEXTROMETHORPHAN HYDROBROMIDE. DOXYLAMINE SUCCINATE","SIRUP; 5 MG /2 MG","DUS, 1 BOTOL PLASTIK @ 100 ML ;; DUS, 1 BOTOL PLASTIK @ 27 ML ;; DUS, 1 BOTOL PLASTIK @ 54 ML","DARYA-VARIA LABORATORIA TBK - Indonesia","DARYA-VARIA LABORATORIA TBK","Indonesia","2023-09-12","2028-05-04","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","4.6","False","717","['DEXTROMETHORPHAN HYDROBROMIDE. DOXYLAMINE SUCCINATE']","3","DEXTROMETHORPHAN HYDROBROMIDE. DOXYLAMINE SUCCINATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL0704519837A1","VICKS FORMULA 44 ANAK-ANAK (RASA STRAWBERRY)","DEXTROMETHORPHAN HYDROBROMIDE. GUAIFENESIN","SIRUP; 3.5 MG /50 MG","DUS, 1 BOTOL PLASTIK @ 27 ML ;; DUS, 1 BOTOL PLASTIK @ 54 ML","DARYA-VARIA LABORATORIA TBK - Indonesia","DARYA-VARIA LABORATORIA TBK","Indonesia","2024-09-01","2029-09-01","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","1202","['DEXTROMETHORPHAN HYDROBROMIDE. GUAIFENESIN']","2","DEXTROMETHORPHAN HYDROBROMIDE. GUAIFENESIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE17045024","VICKS FORMULA 44 COUGH CONTROL","DEXTROMETHORPHAN HYDROBROMIDE","SIRUP; 15.0 mg","DUS, 1 BOTOL PLASTIK @ 54 ML ;; DUS, 1 BOTOL PLASTIK @ 100 ML","DARYA-VARIA LABORATORIA TBK - Indonesia","DARYA-VARIA LABORATORIA TBK","Indonesia","2021-12-25","2026-12-25","Berlaku (Khusus Ekspor)","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","1","5.0","False","221","['DEXTROMETHORPHAN HYDROBROMIDE']","2","DEXTROMETHORPHAN HYDROBROMIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2232303228A1","VIDERMA","NEOMYCIN SULFATE. PLACENTA EXTRACT","GEL; 5 MG /100 MG","DUS, 1 TUBE @ 15 GRAM","KIMIA FARMA Tbk. - Indonesia","KIMIA FARMA Tbk.","Indonesia","2022-02-08","2027-02-08","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","266","['NEOMYCIN SULFATE. PLACENTA EXTRACT']","1","NEOMYCIN SULFATE. PLACENTA EXTRACT","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE14045010","VIGOR - ACE","ZINC SULFATE. SELENIUM. RETINOL PALMITATE. DL-ALFA TOCOFEROL. ASCORBIC ACID. LECITHIN","KAPSUL LUNAK; 20 mg /50  /7500 IU /100 IU /250 MG /200 IU","DUS , 10 STRIP @ 10 KAPSUL LUNAK","DARYA-VARIA LABORATORIA TBK - Indonesia","DARYA-VARIA LABORATORIA TBK","Indonesia","2023-08-18","2028-08-18","Berlaku (Khusus Ekspor)","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","1","5.0","False","823","['ZINC SULFATE. SELENIUM. RETINOL PALMITATE. DL-ALFA TOCOFEROL. ASCORBIC ACID. LECITHIN']","1","ZINC SULFATE. SELENIUM. RETINOL PALMITATE. DL-ALFA TOCOFEROL. ASCORBIC ACID. LECITHIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL1805060410A1","VILDAGLIPTIN","VILDAGLIPTIN","TABLET","DUS, 3 STRIP @ 10 TABLET","DEXA MEDICA - Indonesia","DEXA MEDICA","Indonesia","2026-03-11","2029-10-11","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","3.6","False","1242","['VILDAGLIPTIN']","1","VILDAGLIPTIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2043400701D1","VILENA 10","LENALIDOMIDE","KAPSUL","DUS, 7 BLISTER @ 3 KAPSUL","PRATAPA NIRMALA - Indonesia","PRATAPA NIRMALA","Indonesia","2024-10-31","2029-10-31","Berlaku","Obat Keras - Impor","Obat Keras","Impor","0","5.0","False","1262","[]","1","LENALIDOMIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2044300343A1","VINCRISTINE SULFATE","VINCRISTINE SULFATE","INJEKSI","DUS, 1 VIAL @ 2 ML ;; DUS, 1 VIAL @ 1 ML","GLOBAL ONKOLAB FARMA - Indonesia","GLOBAL ONKOLAB FARMA","Indonesia","2025-03-19","2030-03-19","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1401","['VINCRISTINE SULFATE']","2","VINCRISTINE SULFATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL1634605543A1","VINORELBINE TARTRATE","VINORELBINE TARTRATE","INJEKSI","DUS, 1 VIAL @ 1 ML ;; DUS, 1 VIAL @ 5 ML","FERRON PAR PHARMACEUTICALS - Indonesia","FERRON PAR PHARMACEUTICALS","Indonesia","2026-03-09","2031-03-09","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1756","['VINORELBINE TARTRATE']","2","VINORELBINE TARTRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2142801429A1","VIRLESS","ACICLOVIR","KRIM","DUS, 1 TUBE @ 5 GRAM","YSP INDUSTRIES INDONESIA - Indonesia","YSP INDUSTRIES INDONESIA","Indonesia","2025-12-23","2030-12-23","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1680","['ACICLOVIR']","1","ACICLOVIR","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL0432709109A1","VIRON","CYANOCOBALAMIN | METAMIZOLE SODIUM | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE","KAPLET SALUT SELAPUT","DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT ;; DUS,10 STRIP @ 10 KAPLET SALUT SELAPUT","YARINDO FARMATAMA - Indonesia","YARINDO FARMATAMA","Indonesia","2025-11-19","2030-11-19","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","4","5.0","False","1646","['CYANOCOBALAMIN', 'METAMIZOLE SODIUM', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE MONONITRATE']","2","CYANOCOBALAMIN | METAMIZOLE SODIUM | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2263900117A1","VIROPIL","Dolutegravir 50 mg | Lamivudine 300 mg | Tenofovir Disoproxil 245 mg","TABLET SALUT SELAPUT","DUS, 1 BOTOL @ 30 TABLET SALUT SELAPUT","IMEDCO DJAJA - Indonesia","IMEDCO DJAJA","Indonesia","2022-06-23","2027-06-23","Berlaku","Obat Keras - Impor","Obat Keras","Impor","3","5.0","False","401","['Dolutegravir 50 mg', 'Lamivudine 300 mg', 'Tenofovir Disoproxil 245 mg']","1","DOLUTEGRAVIR 50 MG | LAMIVUDINE 300 MG | TENOFOVIR DISOPROXIL 245 MG","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL7822251529A1","VISANCORT","CAMPHOR. CLIOQUINOL. HYDROCORTISONE","KRIM; 10 MG /10 MG /10 MG","DUS, 1 TUBE @ 10 GRAM","SANBE FARMA - Indonesia","SANBE FARMA","Indonesia","2021-04-22","2026-04-22","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","True","-26","['CAMPHOR. CLIOQUINOL. HYDROCORTISONE']","1","CAMPHOR. CLIOQUINOL. HYDROCORTISONE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"LKE15198016","VISINE REFRESH","MACROGOL 400. GLYCEROL. HYPROMELLOSE","TETES MATA; 1 % W/V /0.2 % W/V /0.2 % W/V","DUS, 24 DUS @ 1 BOTOL PLASTIK @ 6 ML","PFIZER INDONESIA - Indonesia","PFIZER INDONESIA","Indonesia","2020-03-08","2025-03-08","Berlaku (Khusus Ekspor)","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","1","5.0","True","-436","['MACROGOL 400. GLYCEROL. HYPROMELLOSE']","1","MACROGOL 400. GLYCEROL. HYPROMELLOSE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2002507009A1","VITAFOL","FOLIC ACID","KAPLET SALUT SELAPUT","DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT","DIPA PHARMALAB INTERSAINS - Indonesia","DIPA PHARMALAB INTERSAINS","Indonesia","2025-09-20","2030-09-20","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1586","['FOLIC ACID']","1","FOLIC ACID","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL7814805548A1","VITAL EAR OIL","THYMOL. CAMPHOR. PEPPERMINT OIL","TETES TELINGA; 10,0 MG /60,0 MG /0,03 ML","DUS, 12 DUS @ 1 BOTOL PLASTIK @ 10 ML","MEDIKON PRIMA LABORATORIES - Indonesia","MEDIKON PRIMA LABORATORIES","Indonesia","2021-04-22","2026-04-22","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","1","5.0","True","-26","['THYMOL. CAMPHOR. PEPPERMINT OIL']","1","THYMOL. CAMPHOR. PEPPERMINT OIL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI1374502143B1","VITALIPID-N ADULT","PHYTOMENADIONE. RETINOL PALMITATE. ERGOCALCIFEROL. DL-ALFA TOCOFEROL","INJEKSI; 15 MCG /194.1 MCG /0.5 MCG /0.91 MG","DUS, 10 AMPUL @ 10 ML","FRESENIUS KABI COMBIPHAR - Indonesia","FRESENIUS KABI COMBIPHAR","Indonesia","2023-06-08","2028-03-11","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","4.8","False","663","['PHYTOMENADIONE. RETINOL PALMITATE. ERGOCALCIFEROL. DL-ALFA TOCOFEROL']","1","PHYTOMENADIONE. RETINOL PALMITATE. ERGOCALCIFEROL. DL-ALFA TOCOFEROL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI1374502143A1","VITALIPID-N INFANT","PHYTOMENADIONE. DL-ALFA TOCOFEROL. RETINOL PALMITATE. ERGOCALCIFEROL","INJEKSI; 20 MCG /0.64 MG /135.3 MCG /1 MCG","DUS,10 AMPUL @ 10 ML","FRESENIUS KABI COMBIPHAR - Indonesia","FRESENIUS KABI COMBIPHAR","Indonesia","2023-06-15","2028-03-11","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","4.7","False","663","['PHYTOMENADIONE. DL-ALFA TOCOFEROL. RETINOL PALMITATE. ERGOCALCIFEROL']","1","PHYTOMENADIONE. DL-ALFA TOCOFEROL. RETINOL PALMITATE. ERGOCALCIFEROL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL7209323143A1","VITAMIN B COMPLEX","DEXPANTHENOL | LIDOCAINE HYDROCHLORIDE | NICOTINAMIDE | PYRIDOXINE HYDROCHLORIDE | RIBOFLAVIN SODIUM PHOSPHATE | THIAMINE HYDROCHLORIDE","INJEKSI","DUS, 30 VIAL @ 10 ML","IKAPHARMINDO PUTRAMAS Tbk. - Indonesia","IKAPHARMINDO PUTRAMAS Tbk.","Indonesia","2025-02-17","2027-12-31","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","6","2.9","False","592","['DEXPANTHENOL', 'LIDOCAINE HYDROCHLORIDE', 'NICOTINAMIDE', 'PYRIDOXINE HYDROCHLORIDE', 'RIBOFLAVIN SODIUM PHOSPHATE', 'THIAMINE HYDROCHLORIDE']","1","DEXPANTHENOL | LIDOCAINE HYDROCHLORIDE | NICOTINAMIDE | PYRIDOXINE HYDROCHLORIDE | RIBOFLAVIN SODIUM PHOSPHATE | THIAMINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE15055115","VITAMIN B FORTE","CYANOCOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE NITRATE","TABLET SALUT SELAPUT","DUS, 100 BLISTER @ 10 TABLET SALUT SELAPUT","ACTAVIS INDONESIA - Indonesia","ACTAVIS INDONESIA","Indonesia","2025-05-09","2030-05-09","Berlaku","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","3","5.0","False","1452","['CYANOCOBALAMIN', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE NITRATE']","1","CYANOCOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE NITRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL2111646615A1","VITAZYM PLUS","KOMBINASI-PANCREATIN | SIMETHICONE","TABLET SALUT ENTERIK","DUS, 10 STRIP @ 10 TABLET SALUT ENTERIK","KALBE FARMA - Indonesia","KALBE FARMA","Indonesia","2026-02-13","2031-02-13","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","2","5.0","False","1732","['PANCREATIN', 'SIMETHICONE']","1","PANCREATIN | SIMETHICONE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL7803815946A1","VITROLENTA","POTASSIUM IODIDE. SODIUM IODIDE","TETES MATA; 5 MG /10 MG","CATCH COVER, 5 BOTOL PLASTIK @ 0,6 ML ;; BOTOL PLASTIK @ 5 ML","CENDO - Indonesia","CENDO","Indonesia","2023-07-01","2027-06-16","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","4.0","False","394","['POTASSIUM IODIDE. SODIUM IODIDE']","2","POTASSIUM IODIDE. SODIUM IODIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2635316736A1","VOCEFA","CEFADROXIL MONOHYDRATE","DROPS","DUS, 1 BOTOL @ 15 ML","GRACIA PHARMINDO - Indonesia","GRACIA PHARMINDO","Indonesia","2026-03-29","2031-03-29","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1776","['CEFADROXIL MONOHYDRATE']","1","CEFADROXIL MONOHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL0826111717A1","VOLDIAMER B6","PYRATHIAZINE THEOCLATE | PYRIDOXINE HYDROCHLORIDE","TABLET SALUT SELAPUT","DUS, 5 STRIP @ 10 TABLET SALUT SELAPUT","TUNGGAL IDAMAN ABDI - Indonesia","TUNGGAL IDAMAN ABDI","Indonesia","2025-05-31","2030-05-31","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","2","5.0","False","1474","['PYRATHIAZINE THEOCLATE', 'PYRIDOXINE HYDROCHLORIDE']","1","PYRATHIAZINE THEOCLATE | PYRIDOXINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL9930409514B1","VOLTAREN SR 75","DICLOFENAC SODIUM","TABLET PELEPASAN LAMBAT","DUS, 5 BLISTER @ 10 TABLET PELEPASAN LAMBAT","NOVARTIS INDONESIA - Indonesia","NOVARTIS INDONESIA","Indonesia","2026-04-22","2031-04-22","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1800","['DICLOFENAC SODIUM']","1","DICLOFENAC SODIUM","nsaid","nsaid","nsaid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL2231549510A1","VOLTERI","CANDESARTAN CILEXETIL. AMLODIPINE BESILATE","TABLET; 8 MG /6,93 MG","DUS, 3 STRIP @ 10 TABLET","PRATAPA NIRMALA - Indonesia","PRATAPA NIRMALA","Indonesia","2023-08-09","2028-08-09","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","814","['CANDESARTAN CILEXETIL. AMLODIPINE BESILATE']","1","CANDESARTAN CILEXETIL. AMLODIPINE BESILATE","ace_arb","ace_arb","ace_arb","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKI1781203649A1","VOLULYTE 6%","HYDROXYETHYL STARCH. MAGNESIUM CHLORIDE HEXAHYDRATE. POTASSIUM CHLORIDE. SODIUM ACETATE TRIHYDRATE. SODIUM CHLORIDE","INFUS; 60 G /0.3 G /0.3 G /4.63 G /6.02 G","BOTOL PLASTIK (KABIPAC) @ 500 ML","FRESENIUS KABI COMBIPHAR - Indonesia","FRESENIUS KABI COMBIPHAR","Indonesia","2023-08-26","2028-08-26","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","831","['HYDROXYETHYL STARCH. MAGNESIUM CHLORIDE HEXAHYDRATE. POTASSIUM CHLORIDE. SODIUM ACETATE TRIHYDRATE. SODIUM CHLORIDE']","1","HYDROXYETHYL STARCH. MAGNESIUM CHLORIDE HEXAHYDRATE. POTASSIUM CHLORIDE. SODIUM ACETATE TRIHYDRATE. SODIUM CHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2120942910A1","VOMETIN","DOMPERIDONE","TABLET","DUS, 10 BLISTER @ 10 TABLET","INDOFARMA - Indonesia","INDOFARMA","Indonesia","2026-04-20","2031-02-08","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","4.8","False","1727","['DOMPERIDONE']","1","DOMPERIDONE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2605069817A1","VONOGERD","VONOPRAZAN FUMARATE","TABLET SALUT SELAPUT","DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT","DEXA MEDICA - Indonesia","DEXA MEDICA","Indonesia","2026-03-31","2031-03-31","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1778","['VONOPRAZAN FUMARATE']","1","VONOPRAZAN FUMARATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1231533243A1","VOPICAIN 0,50 %","LEVOBUPIVACAINE HYDROCHLORIDE MONOHYDRATE","INJEKSI; 5,632 MG","DUS, 2 VIAL @ 10 ML","PRATAPA NIRMALA - Indonesia","PRATAPA NIRMALA","Indonesia","2023-10-20","2027-07-17","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","3.7","False","425","['LEVOBUPIVACAINE HYDROCHLORIDE MONOHYDRATE']","1","LEVOBUPIVACAINE HYDROCHLORIDE MONOHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2468800144A1","VORIGEN","VORICONAZOLE","SERBUK INJEKSI LIOFILISASI","DUS 1 VIAL @ 200 MG","LUCAS DJAJA - Indonesia","LUCAS DJAJA","Indonesia","2026-01-08","2030-12-03","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","4.9","False","1660","['VORICONAZOLE']","1","VORICONAZOLE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2518605717A1","VORTINEX","VORTIOXETINE HYDROBROMIDE","TABLET SALUT SELAPUT","DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT","AMAROX PHARMA GLOBAL - Indonesia","AMAROX PHARMA GLOBAL","Indonesia","2025-03-04","2030-03-04","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","1386","['VORTIOXETINE HYDROBROMIDE']","1","VORTIOXETINE HYDROBROMIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2467600317A1","VOTRIENT","PAZOPANIB HYDROCHLORIDE","TABLET SALUT SELAPUT","DUS, 1 BOTOL PLASTIK @ 30 TABLET SALUT SELAPUT","NOVARTIS INDONESIA - Indonesia","NOVARTIS INDONESIA","Indonesia","2025-10-09","2030-10-09","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","1605","['PAZOPANIB HYDROCHLORIDE']","1","PAZOPANIB HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1339201909A1","VOXAMED","FLAVOXATE HYDROCHLORIDE","KAPLET SALUT SELAPUT","DUS, 3 STRIP @ 10 KAPLET SALUT SELAPUT","MEGA LIFESCIENCES INDONESIA - Indonesia","MEGA LIFESCIENCES INDONESIA","Indonesia","2025-06-29","2030-01-14","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","4.5","False","1337","['FLAVOXATE HYDROCHLORIDE']","1","FLAVOXATE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2299900849A1","VYEPTI","EPTINEZUMAB","LARUTAN KONSENTRAT UNTUK INFUS; 100 MG","DUS, 1 VIAL @ 1 ML","PYRIDAM FARMA TBK - Indonesia","PYRIDAM FARMA TBK","Indonesia","2022-05-17","2027-05-17","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","364","['EPTINEZUMAB']","1","EPTINEZUMAB","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE18066181","VYTORIN","EZETIMIBE | SIMVASTATIN","TABLET","DUS, 3 BLISTER @ 10 TABLET ;; DRUM, MAKSIMUM @ 46 KG ;; DUS, 4 BLISTER @ 7 TABLET ;; DRUM, MAKSIMUM @ 30 KG","ORGANON PHARMA INDONESIA TBK - Indonesia","ORGANON PHARMA INDONESIA TBK","Indonesia","2026-04-09","2031-04-09","Berlaku","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","2","5.0","False","1787","['EZETIMIBE', 'SIMVASTATIN']","4","EZETIMIBE | SIMVASTATIN","statin","statin","statin","","matched_supported","1","drug_name_complete_category_lookup.csv"
"GKL2141701143A1","WATER FOR INJECTION","WATER FOR INJECTION","INJEKSI","DUS, 120 AMPUL PLASTIK @25 ML","EMJEBE PHARMA - Indonesia","EMJEBE PHARMA","Indonesia","2026-03-29","2031-03-29","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","0","5.0","False","1776","[]","1","WATER FOR INJECTION","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1730504049A1","WIDA BES","SODIUM CHLORIDE. POTASSIUM CHLORIDE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. MALIC ACID. CALCIUM CHLORIDE DIHYDRATE","INFUS; 3.40 G /0.150 G /0.100 G /1.635 G /0.335 G /0.185 g","BOTOL PLASTIK @ 500 ML","WIDATRA BHAKTI - Indonesia","WIDATRA BHAKTI","Indonesia","2022-04-25","2027-04-25","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","342","['SODIUM CHLORIDE. POTASSIUM CHLORIDE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. MALIC ACID. CALCIUM CHLORIDE DIHYDRATE']","1","SODIUM CHLORIDE. POTASSIUM CHLORIDE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. MALIC ACID. CALCIUM CHLORIDE DIHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL9930500349B1","WIDA D5 1/4 NS","DEXTROSE MONOHYDRATE. SODIUM CHLORIDE","INFUS; 25  G /1.125 G","BOTOL PLASTIK @ 500 ML","WIDATRA BHAKTI - Indonesia","WIDATRA BHAKTI","Indonesia","2024-10-02","2029-10-02","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1233","['DEXTROSE MONOHYDRATE. SODIUM CHLORIDE']","1","DEXTROSE MONOHYDRATE. SODIUM CHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL9830501549A1","WIDA HSD","DEXTROSE MONOHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE. SODIUM CHLORIDE","INFUS; 12,50 G /0.65 G /1.55 G /1 g","BOTOL PLASTIK @ 500 ML","WIDATRA BHAKTI - Indonesia","WIDATRA BHAKTI","Indonesia","2020-02-01","2025-02-01","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","True","-471","['DEXTROSE MONOHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE. SODIUM CHLORIDE']","1","DEXTROSE MONOHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE. SODIUM CHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1330503949A1","WIDA KDN-1","POTASSIUM CHLORIDE. DEXTROSE MONOHYDRATE. SODIUM CHLORIDE","INFUS; 0.75 G /22 G /0.9 G","BOTOL PLASTIK @ 500 ML","WIDATRA BHAKTI - Indonesia","WIDATRA BHAKTI","Indonesia","2020-04-08","2025-04-08","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","True","-405","['POTASSIUM CHLORIDE. DEXTROSE MONOHYDRATE. SODIUM CHLORIDE']","1","POTASSIUM CHLORIDE. DEXTROSE MONOHYDRATE. SODIUM CHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1330503949B1","WIDA KDN-2","POTASSIUM CHLORIDE. SODIUM CHLORIDE. DEXTROSE MONOHYDRATE","INFUS; 1.5 g /0.9 g /22 g","BOTOL PLASTIK @ 500 ML","WIDATRA BHAKTI - Indonesia","WIDATRA BHAKTI","Indonesia","2020-04-08","2025-04-08","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","True","-405","['POTASSIUM CHLORIDE. SODIUM CHLORIDE. DEXTROSE MONOHYDRATE']","1","POTASSIUM CHLORIDE. SODIUM CHLORIDE. DEXTROSE MONOHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
