"Nomor Registrasi","Nama Produk","Komposisi","Bentuk Sediaan","Kemasan","Pendaftar","Perusahaan","Negara_Asal","Tanggal Terbit","Masa Berlaku s/d","Status","Kategori_Obat","Golongan_Obat","Asal_Obat","Jumlah_Zat_Aktif","Durasi_Registrasi_Tahun","Sudah_Kedaluwarsa","Sisa_Hari_Berlaku","List_Zat_Aktif","Jumlah_Varian_Kemasan","Komposisi_Normalized","drug_category","all_drug_categories","raw_mapped_categories","unsupported_drug_categories","drug_category_match_status","drug_category_is_supported","drug_category_source"
"DKI0868204416A1","DIANE 35","CYPROTERONE ACETATE. ETHINYLESTRADIOL","TABLET SALUT GULA; 2 MG /0,035 MG","DUS, 1 BLISTER @ 21 TABLET SALUT GULA","BAYER INDONESIA - Indonesia","BAYER INDONESIA","Indonesia","2022-08-30","2027-08-30","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","469","['CYPROTERONE ACETATE. ETHINYLESTRADIOL']","1","CYPROTERONE ACETATE. ETHINYLESTRADIOL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI0615600142A1","DIANEAL LOW CALCIUM WITH 1.5 % DEXTROSE","CALCIUM CHLORIDE DIHYDRATE | DEXTROSE ANHYDRATE | MAGNESIUM CHLORIDE HEXAHYDRATE | SODIUM CHLORIDE | SODIUM LACTATE","LARUTAN DIALISA","PLASTIC BAG @ 5000 ML","KALBE FARMA - Indonesia","KALBE FARMA","Indonesia","2025-12-11","2030-12-11","Berlaku","Obat Keras - Impor","Obat Keras","Impor","5","5.0","False","1668","['CALCIUM CHLORIDE DIHYDRATE', 'DEXTROSE ANHYDRATE', 'MAGNESIUM CHLORIDE HEXAHYDRATE', 'SODIUM CHLORIDE', 'SODIUM LACTATE']","1","CALCIUM CHLORIDE DIHYDRATE | DEXTROSE ANHYDRATE | MAGNESIUM CHLORIDE HEXAHYDRATE | SODIUM CHLORIDE | SODIUM LACTATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL2133552958A1","DIASORB","MACROGOL 400 | SODIUM CITRATE DIHYDRATE | SODIUM LAURYL SULFOACETATE | SORBITOL SOLUTION 70","ENEMA","DUS, 3 TUBE @ 5 ML","NOVELL PHARMACEUTICAL LABORATORIES - Indonesia","NOVELL PHARMACEUTICAL LABORATORIES","Indonesia","2025-06-12","2030-06-12","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","4","5.0","False","1486","['MACROGOL 400', 'SODIUM CITRATE DIHYDRATE', 'SODIUM LAURYL SULFOACETATE', 'SORBITOL SOLUTION 70']","1","MACROGOL 400 | SODIUM CITRATE DIHYDRATE | SODIUM LAURYL SULFOACETATE | SORBITOL SOLUTION 70","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GPL2105519258A1","DIAZEPAM","DIAZEPAM","ENEMA","DUS, 5 ALUBAG @ 1 TUBE @ 2,5 ML","ACTAVIS INDONESIA - Indonesia","ACTAVIS INDONESIA","Indonesia","2026-02-23","2031-02-23","Berlaku","Obat Generik Psikotropika - Lokal","Psikotropika","Lokal/Lainnya","1","5.0","False","1742","['DIAZEPAM']","1","DIAZEPAM","antikonvulsan","antikonvulsan","antikonvulsan","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL9115301246A1","DIBEKACIN MEIJI","DIBEKACIN SULFATE","TETES MATA;","DUS, 1 BOTOL PLASTIK @ 5 ML","MEIJI INDONESIAN PHARMACEUTICAL INDUSTRIES - Indonesia","MEIJI INDONESIAN PHARMACEUTICAL INDUSTRIES","Indonesia","2022-08-18","2027-08-18","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","457","['DIBEKACIN SULFATE']","1","DIBEKACIN SULFATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2431551401A1","DICLOFENAC ACID","DICLOFENAC ACID","KAPSUL","DUS, 3 STRIP @ 10 KAPSUL","PRATAPA NIRMALA - Indonesia","PRATAPA NIRMALA","Indonesia","2024-12-24","2029-12-24","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1316","['DICLOFENAC ACID']","1","DICLOFENAC ACID","nsaid","nsaid","nsaid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"GKL1114812317A1","DICLOFENAC POTASSIUM","DICLOFENAC POTASSIUM","TABLET SALUT SELAPUT","DUS, 5 BLISTER @ 10 TABLET SALUT SELAPUT","MEDIKON PRIMA LABORATORIES - Indonesia","MEDIKON PRIMA LABORATORIES","Indonesia","2026-05-02","2031-05-02","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1810","['DICLOFENAC POTASSIUM']","1","DICLOFENAC POTASSIUM","nsaid","nsaid","nsaid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL2333556210A1","DIENOVELL","DIENOGEST","TABLET","DUS, 2 BLISTER @ 14 TABLET","NOVELL PHARMACEUTICAL LABORATORIES - Indonesia","NOVELL PHARMACEUTICAL LABORATORIES","Indonesia","2025-07-15","2030-07-15","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1519","['DIENOGEST']","1","DIENOGEST","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL9917106210A1","DIETHYLCARBAMAZINE CITRATE","DIETHYLCARBAMAZINE CITRATE","TABLET; 100 MG","DUS, 10 STRIP @ 10 TABLET","HOLI PHARMA - Indonesia","HOLI PHARMA","Indonesia","2022-07-11","2027-07-11","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","419","['DIETHYLCARBAMAZINE CITRATE']","1","DIETHYLCARBAMAZINE CITRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI9590400243A1","DIFLUCAN","FLUCONAZOLE","INJEKSI","DUS, 1 VIAL @ 100 ML ;; DUS, VIAL @ 100 ML","PFIZER INDONESIA - Indonesia","PFIZER INDONESIA","Indonesia","2026-03-31","2031-03-31","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","1778","['FLUCONAZOLE']","2","FLUCONAZOLE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL9005007310A1","DILTIAZEM HCL","DILTIAZEM HYDROCHLORIDE","TABLET","DUS, 10 STRIP @ 10 TABLET","DEXA MEDICA - Indonesia","DEXA MEDICA","Indonesia","2025-06-03","2030-06-02","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1476","['DILTIAZEM HYDROCHLORIDE']","1","DILTIAZEM HYDROCHLORIDE","ccb","ccb","ccb","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKI2160500143A1","DIPHTHERIA ANTITOXIN B.P.","EQUINE DIPHTHERIA ANTITOXIN","LARUTAN INJEKSI; NLT 1000 IU","DUS, 1 VIAL @ 10 ML","BIO FARMA - Indonesia","BIO FARMA","Indonesia","2021-10-30","2026-10-30","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","165","['EQUINE DIPHTHERIA ANTITOXIN']","1","EQUINE DIPHTHERIA ANTITOXIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL7606605530A1","DIPROGENTA","BETAMETHASONE DIPROPIONATE | GENTAMICIN SULFATE","SALEP","DUS, 1 TUBE @ 5 G ;; DUS, 1 TUBE @ 10 G ;; DUS, TUBE @ 10 G ;; DUS, TUBE @ 5 G","ORGANON PHARMA INDONESIA TBK - Indonesia","ORGANON PHARMA INDONESIA TBK","Indonesia","2026-04-22","2031-04-22","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","2","5.0","False","1800","['BETAMETHASONE DIPROPIONATE', 'GENTAMICIN SULFATE']","4","BETAMETHASONE DIPROPIONATE | GENTAMICIN SULFATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"LKE13066122","DIPROGENTA","GENTAMICIN SULFATE. BETAMETHASONE DIPROPIONATE. BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE","KRIM; 0,05 % /0,1 % /0.64 mg /1.7 MG","JAR @ 450 G","ORGANON PHARMA INDONESIA TBK - Indonesia","ORGANON PHARMA INDONESIA TBK","Indonesia","2019-08-08","2024-08-08","Berlaku (Khusus Ekspor)","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","1","5.0","True","-648","['GENTAMICIN SULFATE. BETAMETHASONE DIPROPIONATE. BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE']","1","GENTAMICIN SULFATE. BETAMETHASONE DIPROPIONATE. BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"LKE14066160","DIPROSALIC","BETAMETHASONE DIPROPIONATE | SALICYLIC ACID","SALEP","DUS, 1 TUBE @ 10 G ;; DUS, 1 TUBE @ 5 G ;; DUS, 1 TUBE @ 15 G ;; DUS, 50 TUBE @ 5 G","ORGANON PHARMA INDONESIA TBK - Indonesia","ORGANON PHARMA INDONESIA TBK","Indonesia","2026-04-15","2031-04-15","Berlaku","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","2","5.0","False","1793","['BETAMETHASONE DIPROPIONATE', 'SALICYLIC ACID']","4","BETAMETHASONE DIPROPIONATE | SALICYLIC ACID","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL9106602330A1","DIPROSALIC","SALICYLIC ACID. BETAMETHASONE DIPROPIONATE","SALEP","DUS, 1 TUBE @ 5 G","ORGANON PHARMA INDONESIA TBK - Indonesia","ORGANON PHARMA INDONESIA TBK","Indonesia","2024-05-05","2029-05-05","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","0","5.0","False","1083","[]","1","SALICYLIC ACID. BETAMETHASONE DIPROPIONATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE20066196","DIPROSONE","BETAMETHASONE DIPROPIONATE","SALEP","DUS, 1 TUBE @ 5 G","ORGANON PHARMA INDONESIA TBK - Indonesia","ORGANON PHARMA INDONESIA TBK","Indonesia","2026-02-24","2031-02-24","Berlaku","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","1","5.0","False","1743","['BETAMETHASONE DIPROPIONATE']","1","BETAMETHASONE DIPROPIONATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKI2157400146A1","DIQUAS","DIQUAFOSOL SODIUM","TETES MATA","DUS, 3 SACHET @ 10 POLYETHYLENE PIPETTE @ 0.4 ML","MEIJI INDONESIAN PHARMACEUTICAL INDUSTRIES - Indonesia","MEIJI INDONESIAN PHARMACEUTICAL INDUSTRIES","Indonesia","2025-09-19","2030-09-19","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","1585","['DIQUAFOSOL SODIUM']","1","DIQUAFOSOL SODIUM","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL2104530637A1","DISUDRIN-PED","PSEUDOEPHEDRINE HYDROCHLORIDE","SIRUP","DUS, 1 BOTOL @ 60 ML","DARYA-VARIA LABORATORIA TBK - Indonesia","DARYA-VARIA LABORATORIA TBK","Indonesia","2026-03-31","2031-03-31","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","1778","['PSEUDOEPHEDRINE HYDROCHLORIDE']","1","PSEUDOEPHEDRINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI1811300744A1","DIVALIN","LEUPRORELIN ACETATE","SERBUK INJEKSI; 3,75 MG","DUS, 1 VIAL @ 3,75 MG + 1 AMPUL PELARUT @ 1,5 ML + 1 DISPOSABLE SYRINGE + 2 JARUM SUNTIK 22 G1 1/2","DARYA-VARIA LABORATORIA TBK - Indonesia","DARYA-VARIA LABORATORIA TBK","Indonesia","2024-04-28","2029-04-28","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","1076","['LEUPRORELIN ACETATE']","1","LEUPRORELIN ACETATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1511644507A1","DIVALPI EC","DIVALPROEX SODIUM","KAPLET SALUT ENTERIK","DUS, 1 BOTOL PLASTIK @ 100 KAPLET SALUT ENTERIK","KALBE FARMA - Indonesia","KALBE FARMA","Indonesia","2025-12-17","2030-12-17","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1674","['DIVALPROEX SODIUM']","1","DIVALPROEX SODIUM","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1605053143A1","DIVITI","FONDAPARINUX SODIUM","INJEKSI","DUS, 2 PREFILLED SYRINGE @ 0.5 ML","DEXA MEDICA - Indonesia","DEXA MEDICA","Indonesia","2026-01-21","2031-01-21","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1709","['FONDAPARINUX SODIUM']","1","FONDAPARINUX SODIUM","antikoagulan","antikoagulan","antikoagulan","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL2040405710A1","DIZINE","FLUNARIZINE DIHYDROCHLORIDE","TABLET","DUS, 5 BLISTER @ 10 TABLET","PRIMA MEDIKA LABORATORIES - Indonesia","PRIMA MEDIKA LABORATORIES","Indonesia","2025-11-14","2030-11-10","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1637","['FLUNARIZINE DIHYDROCHLORIDE']","1","FLUNARIZINE DIHYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL0709217003A1","DOBRIZOL","KOMBINASI-LANSOPRAZOLE PELLET 8,5","KAPSUL LEPAS TUNDA","DUS, 10 STRIP @ 10 KAPSUL LEPAS TUNDA ;; DUS, 5 STRIP @ 10 KAPSUL LEPAS TUNDA","IFARS PHARMACEUTICAL LABORATORIES - Indonesia","IFARS PHARMACEUTICAL LABORATORIES","Indonesia","2025-09-25","2030-09-25","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1591","['LANSOPRAZOLE PELLET 8,5']","2","LANSOPRAZOLE PELLET 8,5","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2044300649A1","DOCETAXEL","DOCETAXEL ANHYDROUS","LARUTAN KONSENTRAT UNTUK INFUS","DUS, 1 VIAL @ 2 ML ;; DUS, 1 VIAL @ 8 ML","GLOBAL ONKOLAB FARMA - Indonesia","GLOBAL ONKOLAB FARMA","Indonesia","2025-06-26","2030-06-22","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1496","['DOCETAXEL ANHYDROUS']","2","DOCETAXEL ANHYDROUS","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL1734607549A1","DOCETAXEL TRIHYDRATE","DOCETAXEL TRIHYDRATE","LARUTAN KONSENTRAT UNTUK INFUS","DUS, 1 VIAL @ 4 ML ;; DUS, 1 VIAL @ 1 ML","FERRON PAR PHARMACEUTICALS - Indonesia","FERRON PAR PHARMACEUTICALS","Indonesia","2026-03-29","2031-03-29","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1776","['DOCETAXEL TRIHYDRATE']","2","DOCETAXEL TRIHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL9622219744A1","DOFACEF","CEFAMANDOLE NAFATE","SERBUK INJEKSI","DUS, 1 VIAL @ 1 G + 1 AMPUL PELARUT @ 5 ML","SANBE FARMA - Indonesia","SANBE FARMA","Indonesia","2025-07-04","2030-04-06","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","4.8","False","1419","['CEFAMANDOLE NAFATE']","1","CEFAMANDOLE NAFATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1833214817A1","DOLATRAM","TRAMADOL HYDROCHLORIDE. PARACETAMOL","TABLET SALUT SELAPUT; 37,5 MG /325 MG","DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT","PROMEDRAHARDJO FARMASI INDUSTRI - Indonesia","PROMEDRAHARDJO FARMASI INDUSTRI","Indonesia","2024-05-25","2029-05-03","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","4.9","False","1081","['TRAMADOL HYDROCHLORIDE. PARACETAMOL']","1","TRAMADOL HYDROCHLORIDE. PARACETAMOL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL0110803804A1","DOLO-LICOBION","CYANOCOBALAMIN | METAMIZOLE SODIUM MONOHYDRATE | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE","KAPLET","DUS, 10 STRIP @ 10 KAPLET","BERLICO MULIA FARMA - Indonesia","BERLICO MULIA FARMA","Indonesia","2025-05-23","2030-05-23","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","4","5.0","False","1466","['CYANOCOBALAMIN', 'METAMIZOLE SODIUM MONOHYDRATE', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE MONONITRATE']","1","CYANOCOBALAMIN | METAMIZOLE SODIUM MONOHYDRATE | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2343503117A1","DOLUTEGRAVIR/ LAMIVUDINE/ TENOFOVIR DISOPROXIL FUMARATE","LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE. DOLUTEGRAVIR SODIUM","TABLET SALUT SELAPUT; 300  MG /300 MG /52,6 MG","DUS, 1 BOTOL PLASTIK @ 30 TABLET SALUT SELAPUT","AMAROX PHARMA GLOBAL - Indonesia","AMAROX PHARMA GLOBAL","Indonesia","2023-02-05","2028-02-05","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","628","['LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE. DOLUTEGRAVIR SODIUM']","1","LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE. DOLUTEGRAVIR SODIUM","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2444600517A1","DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR DISOPROXIL FUMARATE","DOLUTEGRAVIR SODIUM. LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE","TABLET SALUT SELAPUT; 52.6 MG /300 MG /300 MG","DUS, 1 BOTOL PLASTIK @ 30 TABLET SALUT SELAPUT","SAMPHARINDO RETROVIRAL INDONESIA - Indonesia","SAMPHARINDO RETROVIRAL INDONESIA","Indonesia","2024-02-12","2026-10-21","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","2.7","False","156","['DOLUTEGRAVIR SODIUM. LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE']","1","DOLUTEGRAVIR SODIUM. LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL1609224010A1","DOMPERIDONE MALEATE","DOMPERIDONE MALEATE","TABLET","DUS, 10 STRIP @ 10 TABLET","IFARS PHARMACEUTICAL LABORATORIES - Indonesia","IFARS PHARMACEUTICAL LABORATORIES","Indonesia","2026-04-16","2031-04-16","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1794","['DOMPERIDONE MALEATE']","1","DOMPERIDONE MALEATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL2215634910A1","DONEXAN","PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE","TABLET; 500 MG /2 MG /10 MG /10 MG","DUS, 10  AMPLOP @ 1 STRIP @ 10 TABLET","MEPROFARM - Indonesia","MEPROFARM","Indonesia","2024-02-18","2029-02-18","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","1007","['PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE']","1","PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL8515605237A1","DONEXAN DX","DIPHENHYDRAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE. AMMONIUM CHLORIDE. SODIUM CITRATE DIHYDRATE","SIRUP; 5,0 MG /7,5 MG /5,0 MG /62,5 MG /25 MG","DUS, 1 BOTOL @ 60 ML ;; DUS, 1 BOTOL @ 120 ML","MEPROFARM - Indonesia","MEPROFARM","Indonesia","2019-09-20","2024-09-20","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","True","-605","['DIPHENHYDRAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE. AMMONIUM CHLORIDE. SODIUM CITRATE DIHYDRATE']","2","DIPHENHYDRAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE. AMMONIUM CHLORIDE. SODIUM CITRATE DIHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL8515605237A1","DONEXAN DX","AMMONIUM CHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | DIPHENHYDRAMINE HYDROCHLORIDE | PHENYLEPHRINE HYDROCHLORIDE | SODIUM CITRATE DIHYDRATE","SIRUP","DUS, 1 BOTOL @ 120 ML","MEPROFARM - Indonesia","MEPROFARM","Indonesia","2025-11-17","2029-09-20","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","5","3.8","False","1221","['AMMONIUM CHLORIDE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'DIPHENHYDRAMINE HYDROCHLORIDE', 'PHENYLEPHRINE HYDROCHLORIDE', 'SODIUM CITRATE DIHYDRATE']","1","AMMONIUM CHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | DIPHENHYDRAMINE HYDROCHLORIDE | PHENYLEPHRINE HYDROCHLORIDE | SODIUM CITRATE DIHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL7205503517A1","DOPAMET","METHYLDOPA SESQUIHYDRATE","TABLET SALUT SELAPUT","DUS, 10 STRIP @ 10 TABLET SALUT SELAPUT","ACTAVIS INDONESIA - Indonesia","ACTAVIS INDONESIA","Indonesia","2025-04-23","2030-04-23","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1436","['METHYLDOPA SESQUIHYDRATE']","1","METHYLDOPA SESQUIHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2412434143A1","DOPAMIN GIULINI 200","DOPAMINE HYDROCHLORIDE","CAIRAN INJEKSI UNTUK INFUS; 20 MG","DUS, 5 AMPUL @ 10 ML","KIMIA FARMA Tbk. - Indonesia","KIMIA FARMA Tbk.","Indonesia","2024-08-24","2029-08-24","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1194","['DOPAMINE HYDROCHLORIDE']","1","DOPAMINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL9918213404A1","DORBIGOT","ACETYLCYSTEINE | PARACETAMOL","KAPLET","DUS, 10 STRIP @ 10 KAPLET","NUFARINDO - Indonesia","NUFARINDO","Indonesia","2025-09-26","2030-09-26","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","2","5.0","False","1592","['ACETYLCYSTEINE', 'PARACETAMOL']","1","ACETYLCYSTEINE | PARACETAMOL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1615624838A1","DOSIVEC","ERDOSTEINE","SUSPENSI KERING","DUS, 1 BOTOL @ 60 ML","MEPROFARM - Indonesia","MEPROFARM","Indonesia","2026-03-29","2031-03-29","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1776","['ERDOSTEINE']","1","ERDOSTEINE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI1179500743A1","DOTAREM","GADOTERIC ACID","INJEKSI","DUS, VIAL @ 10 ML ;; DUS, VIAL @ 20 ML ;; DUS, VIAL @ 15 ML","NICHOLAS LABORATORIES INDONESIA - Indonesia","NICHOLAS LABORATORIES INDONESIA","Indonesia","2026-03-14","2031-03-14","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","1761","['GADOTERIC ACID']","3","GADOTERIC ACID","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL1907923010B1","DOXAZOSIN MESILATE","DOXAZOSIN MESILATE","TABLET; 2,42 MG","DUS, 3 BLISTER @ 10 TABLET","HARSEN LABORATORIES - Indonesia","HARSEN LABORATORIES","Indonesia","2024-09-12","2029-04-06","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","4.6","False","1054","['DOXAZOSIN MESILATE']","1","DOXAZOSIN MESILATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1222251349A1","DOXETASAN","DOCETAXEL","LARUTAN KONSENTRAT UNTUK INFUS; 40 MG","DUS, 1 VIAL @ 0,5 ML + 1 VIAL PELARUT @ 1,5 ML ;; DUS,1 VIAL @ 2 ML + 1 VIAL PELARUT @ 6 ML","SANBE FARMA - Indonesia","SANBE FARMA","Indonesia","2024-02-12","2027-09-11","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","3.6","False","481","['DOCETAXEL']","2","DOCETAXEL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2132721801A1","DOXETIN","FLUOXETINE HYDROCHLORIDE","KAPSUL","DUS, 3 STRIP @ 10 KAPSUL","YARINDO FARMATAMA - Indonesia","YARINDO FARMATAMA","Indonesia","2026-04-30","2031-04-30","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1808","['FLUOXETINE HYDROCHLORIDE']","1","FLUOXETINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2539205043A1","DOXORUBICIN HYDROCHLORIDE","DOXORUBICIN HYDROCHLORIDE","INJEKSI","DUS, 1 VIAL @ 25 ML ;; DUS, 1 VIAL @ 5 ML","MEGA LIFESCIENCES INDONESIA - Indonesia","MEGA LIFESCIENCES INDONESIA","Indonesia","2025-11-19","2030-11-14","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1641","['DOXORUBICIN HYDROCHLORIDE']","2","DOXORUBICIN HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
