Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Sisa_Hari_Berlaku,List_Zat_Aktif,Jumlah_Varian_Kemasan,Komposisi_Normalized
DBL9004204963A1,ULTILOX,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE. SIMETHICONE EMULSION 30,TABLET KUNYAH; 250 MG /50 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET KUNYAH",CORONET CROWN - Indonesia,CORONET CROWN,Indonesia,2022-07-22,2027-07-18,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,408,['DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE. SIMETHICONE EMULSION 30'],1,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE. SIMETHICONE EMULSION 30
DBL9004205033B1,ULTILOX FORTE,MAGNESIUM HYDROXIDE. SIMETHICONE EMULSION 30. DRIED ALUMINIUM HYDROXIDE GEL,"SUSPENSI; 400 MG /416,66 MG /470,83 MG",BOTOL PLASTIK @ 150 ML,CORONET CROWN - Indonesia,CORONET CROWN,Indonesia,2024-07-19,2029-07-19,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1140,['MAGNESIUM HYDROXIDE. SIMETHICONE EMULSION 30. DRIED ALUMINIUM HYDROXIDE GEL'],1,MAGNESIUM HYDROXIDE. SIMETHICONE EMULSION 30. DRIED ALUMINIUM HYDROXIDE GEL
DTL2408103204A1,ULTRAFLU FLU & BATUK,PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLPROPANOLAMINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,KAPLET; 500 MG /15 MG /15 MG /2 MG,"DUS , 25 CATCH COVER @ 1 STRIP @ 4 KAPLET",HENSON FARMA - Indonesia,HENSON FARMA,Indonesia,2024-09-26,2029-09-26,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,1209,['PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLPROPANOLAMINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE'],1,PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLPROPANOLAMINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE
DKI2671700129A1,ULTRAPROCT N,FLUOCORTOLONE PIVALATE | LIDOCAINE HYDROCHLORIDE,KRIM,"DUS, 1 TUBE @ 10 GRAM",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2026-04-10,2030-11-05,Berlaku,Obat Keras - Impor,Obat Keras,Impor,2,4.6,False,1614,"['FLUOCORTOLONE PIVALATE', 'LIDOCAINE HYDROCHLORIDE']",1,FLUOCORTOLONE PIVALATE | LIDOCAINE HYDROCHLORIDE
DKI2240200153A1,ULTRAPROCT N,LIDOCAINE HYDROCHLORIDE. FLUOCORTOLONE PIVALATE,SUPPOSITORIA; 40 MG /1 MG,"DUS,1 STRIP @ 6 SUPPOSITORIA",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2022-03-04,2027-03-04,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,272,['LIDOCAINE HYDROCHLORIDE. FLUOCORTOLONE PIVALATE'],1,LIDOCAINE HYDROCHLORIDE. FLUOCORTOLONE PIVALATE
DKI0768203549C1,ULTRAVIST 370,IOPROMIDE,INFUS; 768.86 MG,"DUS, 1 BOTOL @ 500 ML ;; DUS, 10 BOTOL @ 50 ML ;; DUS, 10 BOTOL @ 100 ML",BAYER INDONESIA - Indonesia,BAYER INDONESIA,Indonesia,2022-09-10,2027-09-10,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,462,['IOPROMIDE'],3,IOPROMIDE
DKL9408001810B1,UNALIUM - 5,FLUNARIZINE HYDROCHLORIDE,TABLET,"DUS, 2 BLISTER @ 20 TABLET",GUARDIAN PHARMATAMA - Indonesia,GUARDIAN PHARMATAMA,Indonesia,2025-06-23,2030-06-23,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1479,['FLUNARIZINE HYDROCHLORIDE'],1,FLUNARIZINE HYDROCHLORIDE
DKI2473402417A1,UNAMITY,BARICITINIB,TABLET SALUT SELAPUT,"DUS, 4 BLISTER @ 7 TABLET SALUT SELAPUT",WIGO HEALTH INDONESIA - Indonesia,WIGO HEALTH INDONESIA,Indonesia,2025-08-22,2030-08-22,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1539,['BARICITINIB'],1,BARICITINIB
LKE15044005,UNITRAC,KOMBINASI-ITRACONAZOLE PELLETS 22 %,KAPSUL,"DUS, 3 STRIP @ 10 KAPSUL",DANKOS FARMA - Indonesia,DANKOS FARMA,Indonesia,2024-10-09,2029-10-09,Berlaku,Lisensi - Khusus Ekspor,Khusus Ekspor,Lokal/Lainnya,0,5.0,False,1222,[],1,KOMBINASI-ITRACONAZOLE PELLETS 22 %
DKI1701700417A1,UPERIO,"SACUBITRIL VALSARTAN SODIUM HYDRATE 56.551 MG ~ SACUBITRIL 24,3 MG DAN VALSARTAN 25,7 MG",TABLET SALUT SELAPUT,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2023-03-24,2027-04-14,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.1,False,313,"['SACUBITRIL VALSARTAN SODIUM HYDRATE 56.551 MG ~ SACUBITRIL 24,3 MG DAN VALSARTAN 25,7 MG']",1,"SACUBITRIL VALSARTAN SODIUM HYDRATE 56.551 MG  SACUBITRIL 24,3 MG DAN VALSARTAN 25,7 MG"
DKI1701700417C1,UPERIO,"SACUBITRIL VALSARTAN SODIUM HYDRATE 226.206 MG ~ SACUBITRIL 97,2 MG DAN VALSARTAN 102,8 MG",TABLET SALUT SELAPUT,"DUS, 4 BLISTER @ 7 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2023-03-24,2027-04-14,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.1,False,313,"['SACUBITRIL VALSARTAN SODIUM HYDRATE 226.206 MG ~ SACUBITRIL 97,2 MG DAN VALSARTAN 102,8 MG']",1,"SACUBITRIL VALSARTAN SODIUM HYDRATE 226.206 MG  SACUBITRIL 97,2 MG DAN VALSARTAN 102,8 MG"
DKI1701700417B1,UPERIO,"SACUBITRIL VALSARTAN SODIUM HYDRATE 113.103 MG ~ SACUBITRIL 48,6 MG DAN VALSARTAN 51,4 MG",TABLET SALUT SELAPUT,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2023-03-24,2027-04-14,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.1,False,313,"['SACUBITRIL VALSARTAN SODIUM HYDRATE 113.103 MG ~ SACUBITRIL 48,6 MG DAN VALSARTAN 51,4 MG']",1,"SACUBITRIL VALSARTAN SODIUM HYDRATE 113.103 MG  SACUBITRIL 48,6 MG DAN VALSARTAN 51,4 MG"
DKL9222212917A1,UPLORES,ROXITHROMYCIN,TABLET SALUT SELAPUT; 150 MG,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2022-03-31,2026-10-14,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.5,False,131,['ROXITHROMYCIN'],1,ROXITHROMYCIN
DKL1806102917A1,URIEF,SILODOSIN,TABLET SALUT SELAPUT,"DUS, 3 STRIP @ 10 TABLET ;; DUS, 10 STRIP @ 10 TABLET SALUT SELAPUT ;; DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",EISAI INDONESIA - Indonesia,EISAI INDONESIA,Indonesia,2025-09-12,2030-09-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1560,['SILODOSIN'],3,SILODOSIN
DKL1906103117A1,URITOS,IMIDAFENACIN,"TABLET SALUT SELAPUT; 0,1 MG","DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT ;; DRUM @ 30.000 TABLET SALUT SELAPUT (BULK)",EISAI INDONESIA - Indonesia,EISAI INDONESIA,Indonesia,2023-12-03,2028-12-03,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,912,['IMIDAFENACIN'],2,IMIDAFENACIN
DKL9609206204A1,UROGETIX,PHENAZOPYRIDINE HYDROCHLORIDE,KAPLET; 100 MG,"DUS, 10 STRIP @ 10 KAPLET",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2023-04-13,2028-01-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.8,False,598,['PHENAZOPYRIDINE HYDROCHLORIDE'],1,PHENAZOPYRIDINE HYDROCHLORIDE
DKI0707200343A1,UROGRAFIN 76%,SODIUM AMIDOTRIZOATE. MEGLUMINE AMIDOTRIZOATE,INJEKSI; 100 MG /660 MG,"DUS, 10 AMPUL @ 20 ML",BAYER INDONESIA - Indonesia,BAYER INDONESIA,Indonesia,2023-02-26,2028-02-26,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,631,['SODIUM AMIDOTRIZOATE. MEGLUMINE AMIDOTRIZOATE'],1,SODIUM AMIDOTRIZOATE. MEGLUMINE AMIDOTRIZOATE
DKI2667300301A1,UROKA PLUS,KOMBINASI-DUTASTERIDE SOFT CAPSULE | KOMBINASI-TAMSULOSIN HYDROCHLORIDE PELLETS,KAPSUL,"DUS, 5 BLISTER @ 6 KAPSUL",MEGA LIFESCIENCES INDONESIA - Indonesia,MEGA LIFESCIENCES INDONESIA,Indonesia,2026-04-24,2031-04-24,Berlaku,Obat Keras - Impor,Obat Keras,Impor,2,5.0,False,1784,"['DUTASTERIDE SOFT CAPSULE', 'KOMBINASI-TAMSULOSIN HYDROCHLORIDE PELLETS']",1,DUTASTERIDE SOFT CAPSULE | KOMBINASI-TAMSULOSIN HYDROCHLORIDE PELLETS
GKL2033216701A1,URSODEOXYCHOLIC ACID,URSODEOXYCHOLIC ACID,KAPSUL,"DUS, 5 STRIP @ 6 KAPSUL",PROMEDRAHARDJO FARMASI INDUSTRI - Indonesia,PROMEDRAHARDJO FARMASI INDUSTRI,Indonesia,2026-02-12,2031-02-12,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1713,['URSODEOXYCHOLIC ACID'],1,URSODEOXYCHOLIC ACID
DKI2652600243A1,UTEROCIN,CARBETOCIN,INJEKSI,"DUS, 1 VIAL @ 1 ML",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-04-30,2031-04-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1790,['CARBETOCIN'],1,CARBETOCIN
DKI2645900402A1,UTROGESTAN,PROGESTERONE,KAPSUL LUNAK,"DUS, 2 BLISTER @ 15 KAPSUL LUNAK",SYDNA FARMA - Indonesia,SYDNA FARMA,Indonesia,2026-04-30,2031-04-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1790,['PROGESTERONE'],1,PROGESTERONE
DKL0411634010B1,V-BLOC,CARVEDILOL,TABLET,"DUS, 3 STRIP @ 10 TABLET",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2025-07-23,2030-07-23,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1509,['CARVEDILOL'],1,CARVEDILOL
DKI2357511343A1,VABYSMO,FARICIMAB,LARUTAN INJEKSI; 6 mg,"DUS, 1 VIAL @ 6 MG/0,05 ML DAN 1 FILTER NEEDLE",MENARINI INDRIA LABORATORIES - Indonesia,MENARINI INDRIA LABORATORIES,Indonesia,2023-09-01,2028-09-01,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,819,['FARICIMAB'],1,FARICIMAB
GKL8502900444A1,VAKSIN BCG KERING,LIVE ATTENUATED MYCOBACTERIUM BOVIS (BACILLUSS CALMETTE GUERIN STRAIN),SERBUK INJEKSI + PELARUT,"DUS, 10 VIAL @ 20 DOSIS + DUS, 10 AMPUL PELARUT @ 1,1 ML",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2025-06-05,2030-06-05,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1461,['LIVE ATTENUATED MYCOBACTERIUM BOVIS (BACILLUSS CALMETTE GUERIN STRAIN)'],1,LIVE ATTENUATED MYCOBACTERIUM BOVIS BACILLUSS CALMETTE GUERIN STRAIN
GKL9302900544A1,VAKSIN CAMPAK KERING,LIVE ATTENUATED MEASLES VIRUS (CAM-70 STRAIN),SERBUK INJEKSI + PELARUT,"DUS, 10 VIAL @ 10 DOSIS + 10 AMPUL PELARUT @ 5 ML",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2025-01-16,2030-01-16,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1321,['LIVE ATTENUATED MEASLES VIRUS (CAM-70 STRAIN)'],1,LIVE ATTENUATED MEASLES VIRUS CAM-70 STRAIN
GKL8502901743A1,VAKSIN DTP (DTP VACCINE),DIPHTERIA TOXOID. TETANUS TOXOID. INACTIVATED BORDETELLA PERTUSSIS,"SUSPENSI INJEKSI; 20 LF /7,5 LF /12 OU","DUS, 10 VIAL @ 10 DOSIS (5 ML)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2024-06-10,2029-06-10,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1101,['DIPHTERIA TOXOID. TETANUS TOXOID. INACTIVATED BORDETELLA PERTUSSIS'],1,DIPHTERIA TOXOID. TETANUS TOXOID. INACTIVATED BORDETELLA PERTUSSIS
GKL0302906043B1,VAKSIN DTP-HB 10,DIPHTERIA TOXOID. TETANUS TOXOID. INACTIVATED BORDETELLA PERTUSSIS. HEPATITIS B SURFACE ANTIGEN,"SUSPENSI INJEKSI; 20 LF /7,5 LF /12 OU /10 MCG","DUS, 10 VIAL @ 5 ML (10 DOSIS)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2021-07-05,2026-07-05,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,30,['DIPHTERIA TOXOID. TETANUS TOXOID. INACTIVATED BORDETELLA PERTUSSIS. HEPATITIS B SURFACE ANTIGEN'],1,DIPHTERIA TOXOID. TETANUS TOXOID. INACTIVATED BORDETELLA PERTUSSIS. HEPATITIS B SURFACE ANTIGEN
GKL9802905543A1,VAKSIN HEPATITIS B REKOMBINAN,HEPATITIS B SURFACE ANTIGEN,SUSPENSI INJEKSI,"DUS, 10 SACHET @ 1 PREFILLED SYRINGE (UNIJECT) @ 0,5 ML ;; DUS, 100 SACHET @ 1 PREFIILLED SYRINGE (UNIJECT) @ 0,5 ML ;; DUS, 10 POUCH @ 1 PREFILLED SYRINGE (UNIJECT) @ 1 ML",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2025-09-12,2030-09-12,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1560,['HEPATITIS B SURFACE ANTIGEN'],3,HEPATITIS B SURFACE ANTIGEN
GKL8502901643A1,VAKSIN JERAP DT (ADSORBED DT VACCINE),DIPHTERIA TOXOID. TETANUS TOXOID,"SUSPENSI INJEKSI; 20 LF /7,5 LF","DUS, 10 VIAL @ 5 ML (10 DOSIS)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2020-08-21,2025-08-21,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,-288,['DIPHTERIA TOXOID. TETANUS TOXOID'],1,DIPHTERIA TOXOID. TETANUS TOXOID
GKL0802901643B2,VAKSIN JERAP TD,TETANUS TOXOID. DIPHTERIA TOXOID,"SUSPENSI INJEKSI; 7,5 LF /2 LF","DUS, 10 AMPUL @ 0,5 ML (1 DOSIS)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2024-06-10,2029-06-10,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1101,['TETANUS TOXOID. DIPHTERIA TOXOID'],1,TETANUS TOXOID. DIPHTERIA TOXOID
GKL0802901643B1,VAKSIN JERAP TD (ADSORBED TD VACCINE),DIPHTERIA TOXOID | TETANUS TOXOID,SUSPENSI INJEKSI,"DUS, 10 VIAL @ 5 ML (10 DOSIS)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2023-08-04,2028-08-04,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,791,"['DIPHTERIA TOXOID', 'TETANUS TOXOID']",1,DIPHTERIA TOXOID | TETANUS TOXOID
GKL1702907243A1,VAKSIN POLIOMYELITIS INAKTIF (IPV),INACTIVATED POLIOMYELITIS VIRUS TYPE 1 (MAHONEY STRAIN). INACTIVATED POLIOMYELITIS VIRUS TYPE 2 (MEF STRAIN). INACTIVATED POLIOMYELITIS VIRUS TYPE 3 (SAUKETT STRAIN),SUSPENSI INJEKSI; 40 DU /8 DU /32 DU,"DUS, 10 VIAL @  2,5 ML (5 DOSIS)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2022-11-01,2027-11-01,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,514,['INACTIVATED POLIOMYELITIS VIRUS TYPE 1 (MAHONEY STRAIN). INACTIVATED POLIOMYELITIS VIRUS TYPE 2 (MEF STRAIN). INACTIVATED POLIOMYELITIS VIRUS TYPE 3 (SAUKETT STRAIN)'],1,INACTIVATED POLIOMYELITIS VIRUS TYPE 1 MAHONEY STRAIN. INACTIVATED POLIOMYELITIS VIRUS TYPE 2 MEF STRAIN. INACTIVATED POLIOMYELITIS VIRUS TYPE 3 SAUKETT STRAIN
GKL2002907336A1,VAKSIN POLIOMYELITIS ORAL (OPV),LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 1 (SABIN STRAIN) | LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 2 (SABIN STRAIN) | LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 3 (SABIN STRAIN),DROPS,"DUS, 10 VIAL @ 1 ML (10 DOSIS) + DUS, 10 PENETES ;; DUS, 10 VIAL @ 2 ML (20 DOSIS) + DUS, 10 PENETES ;; DUS, 50 VIAL @ 2 ML (20 DOSIS) + DUS, 50 PENETES",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2025-01-12,2030-01-12,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,3,5.0,False,1317,"['LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 1 (SABIN STRAIN)', 'LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 2 (SABIN STRAIN)', 'LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 3 (SABIN STRAIN)']",3,LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 1 SABIN STRAIN | LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 2 SABIN STRAIN | LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 3 SABIN STRAIN
DKL0822244849A1,VALAMIN,ARGININE HYDROCHLORIDE | GLYCINE | HISTIDINE HYDROCHLORIDE | ISOLEUCINE | LEUCINE | LYSINE HYDROCHLORIDE | METHIONINE | PHENYLALANINE | SORBITOL | THREONINE | TRYPTOPHAN | VALINE,INFUS,"DUS, 1 BOTOL GELAS INFUS @ 500 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-07-02,2030-07-02,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,12,5.0,False,1488,"['ARGININE HYDROCHLORIDE', 'GLYCINE', 'HISTIDINE HYDROCHLORIDE', 'ISOLEUCINE', 'LEUCINE', 'LYSINE HYDROCHLORIDE', 'METHIONINE', 'PHENYLALANINE', 'SORBITOL', 'THREONINE', 'TRYPTOPHAN', 'VALINE']",1,ARGININE HYDROCHLORIDE | GLYCINE | HISTIDINE HYDROCHLORIDE | ISOLEUCINE | LEUCINE | LYSINE HYDROCHLORIDE | METHIONINE | PHENYLALANINE | SORBITOL | THREONINE | TRYPTOPHAN | VALINE
DKL2034615209A1,VALCIRON,VALACICLOVIR HYDROCHLORIDE MONOHYDRATE,KAPLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 KAPLET SALUT SELAPUT",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2025-12-17,2030-11-17,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1626,['VALACICLOVIR HYDROCHLORIDE MONOHYDRATE'],1,VALACICLOVIR HYDROCHLORIDE MONOHYDRATE
DKI2463300217A1,VALCYTE,VALGANCICLOVIR HYDROCHLORIDE,TABLET SALUT SELAPUT; 496.3 MG,"DUS, 1 BOTOL PLASTIK @ 60 TABLET SALUT SELAPUT",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2024-04-01,2029-04-01,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1031,['VALGANCICLOVIR HYDROCHLORIDE'],1,VALGANCICLOVIR HYDROCHLORIDE
DKI1668601517A1,VALDOXAN,AGOMELATINE,TABLET SALUT SELAPUT; 25 MG,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2022-02-16,2027-02-16,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,256,['AGOMELATINE'],1,AGOMELATINE
DKL2509227329A1,VALENIX,ADAPALENE,KRIM,"DUS, 1 TUBE @ 5 GRAM",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2025-11-12,2030-11-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1621,['ADAPALENE'],1,ADAPALENE
GKL2044401817B1,VALSARTAN,VALSARTAN,TABLET SALUT SELAPUT,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2025-09-25,2030-09-22,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1570,['VALSARTAN'],1,VALSARTAN
DKI1691601017A1,VALTREX,VALACICLOVIR HYDROCHLORIDE,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 14 TABLET SALUT SELAPUT",GLAXO WELLCOME INDONESIA - Indonesia,GLAXO WELLCOME INDONESIA,Indonesia,2025-11-23,2030-11-23,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1632,['VALACICLOVIR HYDROCHLORIDE'],1,VALACICLOVIR HYDROCHLORIDE
GKL2008519844A1,VANCOMYCIN HCL,KOMBINASI-VANCOMYCIN HYDROCHLORIDE STERILE LYOPHILLIZED POWDER,SERBUK INJEKSI,"DUS, 2 VIAL @ 500 MG",HEXPHARM JAYA LABORATORIES - Indonesia,HEXPHARM JAYA LABORATORIES,Indonesia,2025-12-04,2030-12-04,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1643,['VANCOMYCIN HYDROCHLORIDE STERILE LYOPHILLIZED POWDER'],1,VANCOMYCIN HYDROCHLORIDE STERILE LYOPHILLIZED POWDER
DKL2333555744A1,VANCOVELL,VANCOMYCIN HYDROCHLORIDE,SERBUK INJEKSI,"DUS, 2 VIAL @ 500 MG",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-29,2030-09-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1577,['VANCOMYCIN HYDROCHLORIDE'],1,VANCOMYCIN HYDROCHLORIDE
DKL9207802429A1,VANQUIN PLUS,CHLORAMPHENICOL | HYDROCORTISONE ACETATE,KRIM,"DUS, 1 TUBE @ 5 GRAM",GRATIA HUSADA FARMA - Indonesia,GRATIA HUSADA FARMA,Indonesia,2026-04-24,2031-04-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1784,"['CHLORAMPHENICOL', 'HYDROCORTISONE ACETATE']",1,CHLORAMPHENICOL | HYDROCORTISONE ACETATE
DKI1953000309A1,VARDIPIN 5/160,VALSARTAN. AMLODIPINE BESILATE,"KAPLET SALUT SELAPUT; 160 MG /6,94 MG","DUS, 2 BLISTER @ 14 KAPLET SALUT SELAPUT ;; DUS, MAKSIMAL 400 BLISTER @ 14 KAPLET SALUT SELAPUT ;; DUS, 400 BLISTER @ 14 KAPLET SALUT SELAPUT",OTTO PHARMACEUTICAL INDUSTRIES - Indonesia,OTTO PHARMACEUTICAL INDUSTRIES,Indonesia,2024-08-11,2027-08-11,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,3.0,False,432,['VALSARTAN. AMLODIPINE BESILATE'],3,VALSARTAN. AMLODIPINE BESILATE
DKI1663501744A1,VARIVAX,LIVE ATTENUATED VARICELLA ZOSTER VIRUS (OKA STRAIN),SERBUK INJEKSI,"DUS, 1 VIAL @ 1 DOSE + 1 PRE-FILLED SYRINGE PELARUT ;; DUS, 1 VIAL @ 1 DOSE + 1 PRE-FILLED SYRINGE PELARUT @ 0,7 ML",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2026-01-15,2030-12-09,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.9,False,1648,['LIVE ATTENUATED VARICELLA ZOSTER VIRUS (OKA STRAIN)'],2,LIVE ATTENUATED VARICELLA ZOSTER VIRUS OKA STRAIN
DKL7603809846A1,VASACON,NAPHAZOLINE HYDROCHLORIDE,TETES MATA,"CATCH COVER, 5 BOTOL PLASTIK @ 0,6 ML ;; BOTOL PLASTIK @ 15 ML ;; BOTOL PLASTIK @ 5 ML",CENDO - Indonesia,CENDO,Indonesia,2026-04-10,2031-04-10,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1770,['NAPHAZOLINE HYDROCHLORIDE'],3,NAPHAZOLINE HYDROCHLORIDE
DKL7603809946A1,VASACON - A,ANTAZOLINE HYDROCHLORIDE. NAPHAZOLINE HYDROCHLORIDE,"TETES MATA; 2,50 MG /1,00 MG","BOTOL PLASTIK @ 5 ML ;; BOTOL PLASTIK @ 15 ML ;; CATCH COVER @ 5 BOTOL PLASTIK @ 0,6 ML",CENDO - Indonesia,CENDO,Indonesia,2024-01-09,2028-09-07,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.7,False,825,['ANTAZOLINE HYDROCHLORIDE. NAPHAZOLINE HYDROCHLORIDE'],3,ANTAZOLINE HYDROCHLORIDE. NAPHAZOLINE HYDROCHLORIDE
