Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Sisa_Hari_Berlaku,List_Zat_Aktif,Jumlah_Varian_Kemasan,Komposisi_Normalized
DBL2504218433A1,ALUMY,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM TRISILICATE | SIMETHICONE EMULSION 30%,SUSPENSI,"DUS, 1 BOTOL @ 100 ML",CORONET CROWN - Indonesia,CORONET CROWN,Indonesia,2026-03-26,2031-03-26,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,1755,"['DRIED ALUMINIUM HYDROXIDE GEL', 'MAGNESIUM TRISILICATE', 'SIMETHICONE EMULSION 30%']",1,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM TRISILICATE | SIMETHICONE EMULSION 30%
DBL2104218163A1,ALUMY,SIMETHICONE EMULSION 30. MAGNESIUM TRISILICATE. DRIED ALUMINIUM HYDROXIDE GEL,"TABLET KUNYAH; 166,7 MG /300 mg /300 mg","DUS, 6 AMPLOP @ 1 BLISTER @ 10 TABLET KUNYAH",CORONET CROWN - Indonesia,CORONET CROWN,Indonesia,2022-07-25,2027-07-25,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,415,['SIMETHICONE EMULSION 30. MAGNESIUM TRISILICATE. DRIED ALUMINIUM HYDROXIDE GEL'],1,SIMETHICONE EMULSION 30. MAGNESIUM TRISILICATE. DRIED ALUMINIUM HYDROXIDE GEL
DKI2631500617B1,ALUNBRIG,BRIGATINIB,TABLET SALUT SELAPUT,"DUS, 1 BLISTER @ 7 TABLET SALUT SELAPUT",WIGO HEALTH INDONESIA - Indonesia,WIGO HEALTH INDONESIA,Indonesia,2026-01-16,2031-01-16,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1686,['BRIGATINIB'],1,BRIGATINIB
DKI2182101017A1,ALUVIA,LOPINAVIR. RITONAVIR,TABLET SALUT SELAPUT; 200 MG /50 MG,BOTOL PLASTIK @ 120 TABLET SALUT SELAPUT,PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2021-12-06,2026-12-06,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,184,['LOPINAVIR. RITONAVIR'],1,LOPINAVIR. RITONAVIR
DKI1082100817B1,ALUVIA,RITONAVIR. LOPINAVIR,TABLET SALUT SELAPUT; 25 MG /100 MG,"DUS, 1 BOTOL PLASTIK @ 60 TABLET SALUT SELAPUT",ABBOTT INDONESIA - Indonesia,ABBOTT INDONESIA,Indonesia,2020-03-06,2025-03-06,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,True,-456,['RITONAVIR. LOPINAVIR'],1,RITONAVIR. LOPINAVIR
DKI1423600244A1,ALVEOFACT,PHOSPHOLIPID FRACTION FROM BOVINE LUNG LAVAGE (SF-RI 1),SERBUK INJEKSI; 54 MG,"DUS, 1 VIAL @ 54 MG + 1 PREFILLED SYRINGE PELARUT @ 1.2 ML + 1 KANULA + 1 VIAL ADAPTER",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2023-06-28,2028-06-28,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,754,['PHOSPHOLIPID FRACTION FROM BOVINE LUNG LAVAGE (SF-RI 1)'],1,PHOSPHOLIPID FRACTION FROM BOVINE LUNG LAVAGE SF-RI 1
DKL8527902504A1,ALVITA,METAMIZOLE SODIUM. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN,KAPLET; 500 MG /50 MG /10 MG /10 MCG,"DUS, 10 STRIP @ 10 KAPLET",PABRIK PHARMASI ZENITH - Indonesia,PABRIK PHARMASI ZENITH,Indonesia,2022-01-03,2027-01-03,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,212,['METAMIZOLE SODIUM. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN'],1,METAMIZOLE SODIUM. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN
GKL2628920937A1,AMBROXOL HYDROCHLORIDE,AMBROXOL HYDROCHLORIDE,SIRUP,BOTOL @ 60 ML,RAMA EMERALD MULTI SUKSES - Indonesia,RAMA EMERALD MULTI SUKSES,Indonesia,2026-04-24,2031-04-24,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1784,['AMBROXOL HYDROCHLORIDE'],1,AMBROXOL HYDROCHLORIDE
LKE21241002,AMINOCARE,ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-HYDROXY METHIONINE CALCIUM. LYSINE ACETATE. THREONINE. TRYPTOPHAN. HISTIDINE. TYROSINE,TABLET SALUT SELAPUT,"DUS, 10 STRIP @ 10 TABLET SALUT SELAPUT",SOHO INDUSTRI PHARMASI - Indonesia,SOHO INDUSTRI PHARMASI,Indonesia,2021-07-05,2026-07-05,Berlaku,Lisensi - Khusus Ekspor,Khusus Ekspor,Lokal/Lainnya,0,5.0,False,30,[],1,ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-HYDROXY METHIONINE CALCIUM. LYSINE ACETATE. THREONINE. TRYPTOPHAN. HISTIDINE. TYROSINE
DKL0411637249A1,AMINOFUSIN HEPAR,SORBITOL. XYLITOL. ISOLEUCINE. LEUCINE. LYSINE MALATE. METHIONINE. PHENYLALANINE. THREONINE. VALINE. L-ARGININE. HISTIDINE. ORNITHINE ASPARTATE. ALANINE. ACETYLCYSTEINE. GLUTAMIC ACID. GLYCINE. PROLINE. SERINE. SODIUM GLYCEROPHOSPHATE PENTAHYDRATE. POTASS,INFUS; 25.0 G /25.0 G /7.60 G /8.50 G /7.860 G /0.50 G /0.250 G /1.20 G /6.40 G /4.90 G /0.60 G /8.030 G /2,"DUS, 1 BOTOL @ 500 ML",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2021-09-24,2026-09-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,111,['SORBITOL. XYLITOL. ISOLEUCINE. LEUCINE. LYSINE MALATE. METHIONINE. PHENYLALANINE. THREONINE. VALINE. L-ARGININE. HISTIDINE. ORNITHINE ASPARTATE. ALANINE. ACETYLCYSTEINE. GLUTAMIC ACID. GLYCINE. PROLINE. SERINE. SODIUM GLYCEROPHOSPHATE PENTAHYDRATE. POTASS'],1,SORBITOL. XYLITOL. ISOLEUCINE. LEUCINE. LYSINE MALATE. METHIONINE. PHENYLALANINE. THREONINE. VALINE. L-ARGININE. HISTIDINE. ORNITHINE ASPARTATE. ALANINE. ACETYLCYSTEINE. GLUTAMIC ACID. GLYCINE. PROLINE. SERINE. SODIUM GLYCEROPHOSPHATE PENTAHYDRATE. POTASS
DKL0411637049A1,AMINOFUSIN PAED,LEUCINE. ISOLEUCINE. LYSINE MONOHYDRATE. VALINE. PHENYLALANINE. THREONINE. POTASSIUM HYDROXIDE. SODIUM HYDROXIDE. METHIONINE. CALCIUM CHLORIDE DIHYDRATE. HISTIDINE. TRYPTOPHAN. MAGNESIUM ACETATE TETRAHYDRATE. ACETYLTYROSINE. NICOTINAMIDE. GLUTAMIC ACID. P,INFUS; 2.790 g /2.511 g /2.349 g /2.092 g /1.813 g /1.743 g /1.403 g /1.20 g /0.976 g /0.735 g /0.698 g /0.,"DUS, 1 BOTOL @ 250 ML",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2021-07-28,2026-07-28,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,53,['LEUCINE. ISOLEUCINE. LYSINE MONOHYDRATE. VALINE. PHENYLALANINE. THREONINE. POTASSIUM HYDROXIDE. SODIUM HYDROXIDE. METHIONINE. CALCIUM CHLORIDE DIHYDRATE. HISTIDINE. TRYPTOPHAN. MAGNESIUM ACETATE TETRAHYDRATE. ACETYLTYROSINE. NICOTINAMIDE. GLUTAMIC ACID. P'],1,LEUCINE. ISOLEUCINE. LYSINE MONOHYDRATE. VALINE. PHENYLALANINE. THREONINE. POTASSIUM HYDROXIDE. SODIUM HYDROXIDE. METHIONINE. CALCIUM CHLORIDE DIHYDRATE. HISTIDINE. TRYPTOPHAN. MAGNESIUM ACETATE TETRAHYDRATE. ACETYLTYROSINE. NICOTINAMIDE. GLUTAMIC ACID. P
DKL8718701649A1,AMINOLEBAN,GLYCINE. ALANINE. L-ARGININE HYDROCHLORIDE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. L-METHIONINE. PHENYLALANINE. SERINE. THREONINE. TRYPTOPHAN. VALINE. PROLINE. L-CYSTEINE HYDROCHLORIDE MONOHYDRATE. HISTIDINE HYDROCHLORIDE MONOHYDRATE,"INFUS; 4,5 G /3,75 G /3,65 G /4,5 G /5,5 G /3,8 G /0,5 G /0,5 G /2,5 G /2,25 G /0,35 G /4,2 G /4 G /0,2 G /",SOFTBAG @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2024-07-13,2029-06-27,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1118,['GLYCINE. ALANINE. L-ARGININE HYDROCHLORIDE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. L-METHIONINE. PHENYLALANINE. SERINE. THREONINE. TRYPTOPHAN. VALINE. PROLINE. L-CYSTEINE HYDROCHLORIDE MONOHYDRATE. HISTIDINE HYDROCHLORIDE MONOHYDRATE'],1,GLYCINE. ALANINE. L-ARGININE HYDROCHLORIDE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. L-METHIONINE. PHENYLALANINE. SERINE. THREONINE. TRYPTOPHAN. VALINE. PROLINE. L-CYSTEINE HYDROCHLORIDE MONOHYDRATE. HISTIDINE HYDROCHLORIDE MONOHYDRATE
DKI1848000149A1,AMINOLYTE PERI,ARGININE HYDROCHLORIDE. ASPARTIC ACID. GLUTAMIC ACID. GLYCINE. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TYROSINE. VALINE. CALCIUM CHLORIDE DIHYDRATE. SODIUM GLYCEROPHOSPHATE HYDRATED. MAG,"INFUS; 11,300 MG /3,400 MG /5,600 MG /7,900 MG /6,800 MG /5,600 MG /7,900 MG /11,300 MG /5,600 MG /7,900 mg",THREE CHAMBER BAG @ 1440 ML,PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2024-08-24,2029-05-14,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.7,False,1074,['ARGININE HYDROCHLORIDE. ASPARTIC ACID. GLUTAMIC ACID. GLYCINE. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TYROSINE. VALINE. CALCIUM CHLORIDE DIHYDRATE. SODIUM GLYCEROPHOSPHATE HYDRATED. MAG'],1,ARGININE HYDROCHLORIDE. ASPARTIC ACID. GLUTAMIC ACID. GLYCINE. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TYROSINE. VALINE. CALCIUM CHLORIDE DIHYDRATE. SODIUM GLYCEROPHOSPHATE HYDRATED. MAG
DKL2428407549A1,AMINOPED 6%,ACETYLCYSTEINE | ACETYLTYROSINE | ALANINE | GLYCINE | HISTIDINE | ISOLEUCINE | L-ARGININE | LEUCINE | LYSINE ACETATE | MALIC ACID | METHIONINE | PHENYLALANINE | PROLINE | SERINE | TAURINE | THREONINE | TRYPTOPHAN | VALINE,INFUS,FLEXIBAG @ 100 ML (WITH OVERWRAP),KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2024-11-21,2029-11-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,18,5.0,False,1265,"['ACETYLCYSTEINE', 'ACETYLTYROSINE', 'ALANINE', 'GLYCINE', 'HISTIDINE', 'ISOLEUCINE', 'L-ARGININE', 'LEUCINE', 'LYSINE ACETATE', 'MALIC ACID', 'METHIONINE', 'PHENYLALANINE', 'PROLINE', 'SERINE', 'TAURINE', 'THREONINE', 'TRYPTOPHAN', 'VALINE']",1,ACETYLCYSTEINE | ACETYLTYROSINE | ALANINE | GLYCINE | HISTIDINE | ISOLEUCINE | L-ARGININE | LEUCINE | LYSINE ACETATE | MALIC ACID | METHIONINE | PHENYLALANINE | PROLINE | SERINE | TAURINE | THREONINE | TRYPTOPHAN | VALINE
LKE21067001,AMINORAL,ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. LYSINE ACETATE. TYROSINE. TRYPTOPHAN. THREONINE. HISTIDINE,KAPLET SALUT SELAPUT; 59 MG /86 MG /67 MG /101 MG /68 MG /105 MG /30 MG /23 MG /53 MG /38 MG,"DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT",ETHICA INDUSTRI FARMASI (SITE JABABEKA) - Indonesia,ETHICA INDUSTRI FARMASI (SITE JABABEKA),Indonesia,2021-09-22,2026-09-22,Berlaku (Khusus Ekspor),Lisensi - Khusus Ekspor,Khusus Ekspor,Lokal/Lainnya,1,5.0,False,109,['ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. LYSINE ACETATE. TYROSINE. TRYPTOPHAN. THREONINE. HISTIDINE'],1,ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. LYSINE ACETATE. TYROSINE. TRYPTOPHAN. THREONINE. HISTIDINE
DKI1381203349A1,AMINOSTERIL INFANT 6 %,ACETYLCYSTEINE | ACETYLTYROSINE | ALANINE | GLYCINE | ISOLEUCINE | L-ARGININE | LEUCINE | L-HISTIDINE | LYSINE ACETATE | MALIC ACID | METHIONINE | PHENYLALANINE | PROLINE | SERINE | TAURINE | THREONINE | TRYPTOPHAN | VALINE,INFUS,"DUS, 10 BOTOL @ 100 ML ;; BOTOL @ 100 ML",FRESENIUS KABI COMBIPHAR - Indonesia,FRESENIUS KABI COMBIPHAR,Indonesia,2025-08-24,2028-06-15,Berlaku,Obat Keras - Impor,Obat Keras,Impor,18,2.8,False,741,"['ACETYLCYSTEINE', 'ACETYLTYROSINE', 'ALANINE', 'GLYCINE', 'ISOLEUCINE', 'L-ARGININE', 'LEUCINE', 'L-HISTIDINE', 'LYSINE ACETATE', 'MALIC ACID', 'METHIONINE', 'PHENYLALANINE', 'PROLINE', 'SERINE', 'TAURINE', 'THREONINE', 'TRYPTOPHAN', 'VALINE']",2,ACETYLCYSTEINE | ACETYLTYROSINE | ALANINE | GLYCINE | ISOLEUCINE | L-ARGININE | L-HISTIDINE | LEUCINE | LYSINE ACETATE | MALIC ACID | METHIONINE | PHENYLALANINE | PROLINE | SERINE | TAURINE | THREONINE | TRYPTOPHAN | VALINE
DKL9218703649A1,AMIPAREN,GLYCINE. ALANINE. ASPARTIC ACID. CYSTEINE. GLUTAMIC ACID. ISOLEUCINE. LEUCINE. LYSINE ACETATE. PHENYLALANINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. L-ARGININE. SERINE. L-PROLINE. L-HISTIDINE. L-METHIONINE,"INFUS; 2,95 G /4 G /0,5 G /0,5 G /0,5 G /4 G /7 G /7,4 G /3,5 G /2,85 G /1 G /0,25 G /4 G /5,25 G /1,5 G /2",SOFT BAG @ 500 ML,OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2024-04-29,2029-04-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1042,['GLYCINE. ALANINE. ASPARTIC ACID. CYSTEINE. GLUTAMIC ACID. ISOLEUCINE. LEUCINE. LYSINE ACETATE. PHENYLALANINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. L-ARGININE. SERINE. L-PROLINE. L-HISTIDINE. L-METHIONINE'],1,GLYCINE. ALANINE. ASPARTIC ACID. CYSTEINE. GLUTAMIC ACID. ISOLEUCINE. LEUCINE. LYSINE ACETATE. PHENYLALANINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. L-ARGININE. SERINE. L-PROLINE. L-HISTIDINE. L-METHIONINE
DKL0822244949A1,AMITEN,LEUCINE. L-ISOLEUCINE. L-VALINE. L-LYSINE ACETATE. THREONINE. TRYPTOPHAN. L-METHIONINE. PHENYLALANINE. L-CYSTEINE. TYROSINE. L-ARGININE. L-HISTIDINE. ALANINE. L-PROLINE. SERINE. ASPARTIC ACID. GLUTAMIC ACID,"INFUS; 2,8 G /1,8 G /2 G /1,42 G /0,7 G /0,5 G /0,6 G /1 G /0,2 G /0,1 G /0,9 G /0,7 G /0,5 G /0,6 G /0,6 G","DUS, 1 BOTOL @ 200 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2024-02-12,2028-05-09,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.2,False,704,['LEUCINE. L-ISOLEUCINE. L-VALINE. L-LYSINE ACETATE. THREONINE. TRYPTOPHAN. L-METHIONINE. PHENYLALANINE. L-CYSTEINE. TYROSINE. L-ARGININE. L-HISTIDINE. ALANINE. L-PROLINE. SERINE. ASPARTIC ACID. GLUTAMIC ACID'],1,LEUCINE. L-ISOLEUCINE. L-VALINE. L-LYSINE ACETATE. THREONINE. TRYPTOPHAN. L-METHIONINE. PHENYLALANINE. L-CYSTEINE. TYROSINE. L-ARGININE. L-HISTIDINE. ALANINE. L-PROLINE. SERINE. ASPARTIC ACID. GLUTAMIC ACID
GKL2613615210A1,AMLODIPINE BESILATE,AMLODIPINE BESILATE,TABLET,"DUS, 10 STRIP @ 10 TABLET",LUCAS DJAJA - Indonesia,LUCAS DJAJA,Indonesia,2026-04-20,2031-04-20,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1780,['AMLODIPINE BESILATE'],1,AMLODIPINE BESILATE
GKL0634006201A1,AMOXICILLIN TRIHYDRATE,AMOXICILLIN TRIHYDRATE,KAPSUL,"DUS, 10 STRIP @ 10 KAPSUL",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2026-03-26,2031-03-26,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1755,['AMOXICILLIN TRIHYDRATE'],1,AMOXICILLIN TRIHYDRATE
GKL2117630144A1,AMPICILLIN SODIUM,AMPICILLIN SODIUM,SERBUK INJEKSI,"DUS, 10 VIAL @ 1 GRAM",INTERBAT - Indonesia,INTERBAT,Indonesia,2026-01-05,2031-01-05,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1675,['AMPICILLIN SODIUM'],1,AMPICILLIN SODIUM
GKL2517634944B1,AMPICILLIN SODIUM/SULBACTAM SODIUM,AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 1000 MG & SULBACTAM 500 MG,SERBUK INJEKSI,"DUS, 10 VIAL @ 1,5 GRAM",INTERBAT - Indonesia,INTERBAT,Indonesia,2025-11-17,2030-11-17,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1626,['AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 1000 MG & SULBACTAM 500 MG'],1,AMPICILLIN SODIUM AND SULBACTAM SODIUM  AMPICILLIN 1000 MG  SULBACTAM 500 MG
GKL2502368644A1,AMPICILLIN SODIUM/SULBACTAM SODIUM,AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 1000MG & SULBACTAM 500MG,SERBUK INJEKSI,"DUS, 10 VIAL @ 1500 MG",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-02-27,2030-02-27,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1363,['AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 1000MG & SULBACTAM 500MG'],1,AMPICILLIN SODIUM AND SULBACTAM SODIUM  AMPICILLIN 1000MG  SULBACTAM 500MG
GKL2517634944A1,AMPICILLIN SODIUM/SULBACTAM SODIUM,AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 500 MG & SULBACTAM 250 MG,SERBUK INJEKSI,"DUS, ISI 10 VIAL @ 750 MG",INTERBAT - Indonesia,INTERBAT,Indonesia,2025-11-17,2030-11-17,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1626,['AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 500 MG & SULBACTAM 250 MG'],1,AMPICILLIN SODIUM AND SULBACTAM SODIUM  AMPICILLIN 500 MG  SULBACTAM 250 MG
GKL2502368644B1,AMPICILLIN SODIUM/SULBACTAM SODIUM,AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 500MG & SULBACTAM 250MG,SERBUK INJEKSI,"DUS, 10 VIAL @ 750 MG",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-03-06,2030-03-06,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1370,['AMPICILLIN SODIUM AND SULBACTAM SODIUM ~ AMPICILLIN 500MG & SULBACTAM 250MG'],1,AMPICILLIN SODIUM AND SULBACTAM SODIUM  AMPICILLIN 500MG  SULBACTAM 250MG
GKL2115305544A1,AMPICILLIN SODIUM/SULBACTAM SODIUM,AMPICILLIN SODIUM dan SULBACTAM SODIUM ~ AMPICILLIN 1000 MG dan SULBACTAM 500,SERBUK INJEKSI,"DUS, 10 VIAL @ 1500 MG",MEIJI INDONESIAN PHARMACEUTICAL INDUSTRIES - Indonesia,MEIJI INDONESIAN PHARMACEUTICAL INDUSTRIES,Indonesia,2025-09-25,2030-09-25,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1573,['AMPICILLIN SODIUM dan SULBACTAM SODIUM ~ AMPICILLIN 1000 MG dan SULBACTAM 500'],1,AMPICILLIN SODIUM DAN SULBACTAM SODIUM  AMPICILLIN 1000 MG DAN SULBACTAM 500
GKL1040700104A1,AMPICILLIN TRIHYDRATE,AMPICILLIN TRIHYDRATE,KAPLET,"DUS, 10 STRIP @ 10 KAPLET",PHARMA LABORATORIES - Indonesia,PHARMA LABORATORIES,Indonesia,2025-09-30,2030-09-30,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1578,['AMPICILLIN TRIHYDRATE'],1,AMPICILLIN TRIHYDRATE
DTL8317601708A1,ANADEX,PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE. PHENYLPROPANOLAMINE HYDROCHLORIDE,KAPLET SALUT GULA; 500 MG /15 MG /1 MG /15 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET SALUT GULA",INTERBAT - Indonesia,INTERBAT,Indonesia,2022-07-13,2027-07-13,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,403,['PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE. PHENYLPROPANOLAMINE HYDROCHLORIDE'],1,PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE. PHENYLPROPANOLAMINE HYDROCHLORIDE
DTL7613004337A1,ANAKONIDIN,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PSEUDOEPHEDRINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 30 ML ;; DUS, 1 BOTOL PLASTIK @ 60 ML",KONIMEX - Indonesia,KONIMEX,Indonesia,2025-02-26,2030-02-26,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1362,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN', 'PSEUDOEPHEDRINE HYDROCHLORIDE']",2,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PSEUDOEPHEDRINE HYDROCHLORIDE
DPL8822208609A1,ANALSIK,DIAZEPAM | METAMIZOLE SODIUM,KAPLET SALUT SELAPUT,"DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2024-12-12,2029-06-02,Berlaku,Psikotropika - Lokal,Psikotropika,Lokal/Lainnya,2,4.5,False,1093,"['DIAZEPAM', 'METAMIZOLE SODIUM']",1,DIAZEPAM | METAMIZOLE SODIUM
DKL9222212709B1,ANBACIM,CEFUROXIME AXETIL,KAPLET SALUT SELAPUT,"DUS, 5 STRIP @ 4 KAPLET SALUT SELAPUT",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-03-16,2030-03-16,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1380,['CEFUROXIME AXETIL'],1,CEFUROXIME AXETIL
DKL0707917716A1,ANDALAN,LEVONORGESTREL. ETHINYLESTRADIOL,"TABLET SALUT GULA; 0,15 MG /0,03 MG","DUS, 2 BLISTER @ 28 TABLET SALUT GULA ( 21 TABLET AKTIF + 7 TABLET PLASEBO)",HARSEN LABORATORIES - Indonesia,HARSEN LABORATORIES,Indonesia,2024-10-08,2029-10-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1221,['LEVONORGESTREL. ETHINYLESTRADIOL'],1,LEVONORGESTREL. ETHINYLESTRADIOL
DKL0431900443A1,ANDALAN (CYCLOGESTON),MEDROXYPROGESTERONE ACETATE. ESTRADIOL CIPIONATE,SUSPENSI INJEKSI; 50 mg /10 mg,"DUS, 20 VIAL @ 0,5 ML",TRIYASA NAGAMAS FARMA - Indonesia,TRIYASA NAGAMAS FARMA,Indonesia,2019-10-08,2024-10-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,-605,['MEDROXYPROGESTERONE ACETATE. ESTRADIOL CIPIONATE'],1,MEDROXYPROGESTERONE ACETATE. ESTRADIOL CIPIONATE
