nomor_registrasi,nama_produk,komposisi,list_zat_aktif,primary_drug_category,all_drug_categories,matched
DKI2451304617A1,QTERN,DAPAGLIFLOZIN PROPANEDIOL. SAXAGLIPTIN,['DAPAGLIFLOZIN PROPANEDIOL. SAXAGLIPTIN'],antidiabetes,antidiabetes,1
DTL9909210837A1,QUANTIDEX,TRIPROLIDINE HYDROCHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE,[],UNKNOWN,,0
DKI2040300344A1,RABIVAX-S,INACTIVATED RABIES VIRUS (PITMAN-MOORE STRAIN 3218-VERO),['INACTIVATED RABIES VIRUS (PITMAN-MOORE STRAIN 3218-VERO)'],UNKNOWN,,0
DTL9528906104A1,RAMAFLU,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | PARACETAMOL | PSEUDOEPHEDRINE HYDROCHLORIDE,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'PARACETAMOL', 'PSEUDOEPHEDRINE HYDROCHLORIDE']",UNKNOWN,,0
DKL1333528243A1,RAMOZEA,RAMOSETRON HYDROCHLORIDE,['RAMOSETRON HYDROCHLORIDE'],UNKNOWN,,0
DKI1924100114C1,RANEXA,RANOLAZINE,['RANOLAZINE'],UNKNOWN,,0
DKI2161600149A1,REAMBERIN,KOMBINASI-MEGLUMINE SODIUM SUCCINATE,['MEGLUMINE SODIUM SUCCINATE'],UNKNOWN,,0
DKL0831528201A1,REBAL PLUS,MECOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE DISULFIDE,"['MECOBALAMIN', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE DISULFIDE']",UNKNOWN,,0
GKL1315712817A1,REBAMIPIDE,REBAMIPIDE,['REBAMIPIDE'],UNKNOWN,,0
DKI2321001817A1,REBOZET,ELTROMBOPAG OLAMINE,['ELTROMBOPAG OLAMINE'],UNKNOWN,,0
DKI2152600743B1,RECORMON,EPOETIN BETA,['EPOETIN BETA'],UNKNOWN,,0
DBL1605517958A1,RECTOLAX,SODIUM LAURYL SULFOACETATE. SODIUM CITRATE DIHYDRATE. MACROGOL 400,['SODIUM LAURYL SULFOACETATE. SODIUM CITRATE DIHYDRATE. MACROGOL 400'],UNKNOWN,,0
DTL2234015037A1,REFACOLD,PARACETAMOL. GUAIFENESIN. CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE,['PARACETAMOL. GUAIFENESIN. CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE'],UNKNOWN,,0
DKL0828604829A1,REFAQUIN,FLUOCINOLONE ACETONIDE | HYDROQUINONE | TRETINOIN,"['FLUOCINOLONE ACETONIDE', 'HYDROQUINONE', 'TRETINOIN']",UNKNOWN,,0
DKL2022260249A1,REFUSAN,LYSINE ACETATE. GLYCINE. METHIONINE. THREONINE. HISTIDINE HYDROCHLORIDE MONOHYDRATE. TRYPTOPHAN. SERINE. PROLINE. VALINE. LEUCINE. ISOLEUCINE. ACETYLTYROSINE. PHENYLALANINE. L-ARGININE. ASPARAGINE MONOHYDRATE,['LYSINE ACETATE. GLYCINE. METHIONINE. THREONINE. HISTIDINE HYDROCHLORIDE MONOHYDRATE. TRYPTOPHAN. SERINE. PROLINE. VALINE. LEUCINE. ISOLEUCINE. ACETYLTYROSINE. PHENYLALANINE. L-ARGININE. ASPARAGINE MONOHYDRATE'],UNKNOWN,,0
DKI2119500743A1,REKOVELLE,FOLLITROPIN DELTA,['FOLLITROPIN DELTA'],UNKNOWN,,0
DKI1082002067A1,RELENZA,ZANAMIVIR,['ZANAMIVIR'],UNKNOWN,,0
DKL1906510737A1,RELIVO,CARBOCISTEINE | PROMETHAZINE HYDROCHLORIDE,"['CARBOCISTEINE', 'PROMETHAZINE HYDROCHLORIDE']",UNKNOWN,,0
DKI1875705067A1,RELVAR ELLIPTA,FLUTICASONE FUROATE | VILANTEROL TRIFENATATE,"['FLUTICASONE FUROATE', 'VILANTEROL TRIFENATATE']",kortikosteroid,kortikosteroid,1
LKE21066201,REMERON,MIRTAZAPINE,['MIRTAZAPINE'],UNKNOWN,,0
DKI1260000944A1,REMICADE,INFLIXIMAB,['INFLIXIMAB'],UNKNOWN,,0
DKI2153900401A1,REMLEAS,VALBENAZINE TOSYLATE,['VALBENAZINE TOSYLATE'],UNKNOWN,,0
DKL9131503409A1,RENAPAR,POTASSIUM HYDROGEN ASPARTATE HEMIHYDRATE. MAGNESIUM ASPARTATE DIHYDRATE,['POTASSIUM HYDROGEN ASPARTATE HEMIHYDRATE. MAGNESIUM ASPARTATE DIHYDRATE'],UNKNOWN,,0
LKE25066211,RENITEC PLUS,ENALAPRIL MALEATE | HYDROCHLOROTHIAZIDE,"['ENALAPRIL MALEATE', 'HYDROCHLOROTHIAZIDE']",ace_arb,ace_arb,1
LKE23020033,RENNIE SPEARMINT DC CHEWABLE TABLET,MAGNESIUM CARBONATE. CALCIUM CARBONATE,['MAGNESIUM CARBONATE. CALCIUM CARBONATE'],UNKNOWN,,0
LKE26020036,RENNIE SUGAR SPEARMINT CHEWABLE TABLET,CALCIUM CARBONATE | MAGNESIUM CARBONATE,"['CALCIUM CARBONATE', 'MAGNESIUM CARBONATE']",UNKNOWN,,0
DKL2257901243A1,RENOGEN,EPOETIN ALFA,['EPOETIN ALFA'],UNKNOWN,,0
DKL1919621209A1.,RENOSTERIL,HISTIDINE. TYROSINE. TRYPTOPHAN. THREONINE. LYSINE ACETATE. ALPHA-KETO-PHENYLALANINE CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM,['HISTIDINE. TYROSINE. TRYPTOPHAN. THREONINE. LYSINE ACETATE. ALPHA-KETO-PHENYLALANINE CALCIUM. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM'],UNKNOWN,,0
DKL0328403749A2,RENXAMIN,THREONINE. SERINE. ASPARAGINE MONOHYDRATE. PROLINE. GLYCINE. VALINE. METHIONINE. ISOLEUCINE. LEUCINE. ACETYLTYROSINE. PHENYLALANINE. LYSINE ACETATE. HISTIDINE HYDROCHLORIDE MONOHYDRATE. L-ARGININE. TRYPTOPHAN,['THREONINE. SERINE. ASPARAGINE MONOHYDRATE. PROLINE. GLYCINE. VALINE. METHIONINE. ISOLEUCINE. LEUCINE. ACETYLTYROSINE. PHENYLALANINE. LYSINE ACETATE. HISTIDINE HYDROCHLORIDE MONOHYDRATE. L-ARGININE. TRYPTOPHAN'],UNKNOWN,,0
DKL0328403749A1,RENXAMIN,THREONINE. SERINE. ASPARAGINE MONOHYDRATE. PROLINE. GLYCINE. VALINE. METHIONINE. ISOLEUCINE. LEUCINE. ACETYLTYROSINE. PHENYLALANINE. LYSINE ACETATE. L-ARGININE. TRYPTOPHAN. HISTIDINE HYDROCHLORIDE MONOHYDRATE,['THREONINE. SERINE. ASPARAGINE MONOHYDRATE. PROLINE. GLYCINE. VALINE. METHIONINE. ISOLEUCINE. LEUCINE. ACETYLTYROSINE. PHENYLALANINE. LYSINE ACETATE. L-ARGININE. TRYPTOPHAN. HISTIDINE HYDROCHLORIDE MONOHYDRATE'],UNKNOWN,,0
DKI2441501443A1,REPATHA,EVOLOCUMAB,['EVOLOCUMAB'],UNKNOWN,,0
DKI1291600614A1,REQUIP PD 24 HOUR,ROPINIROLE HYDROCHLORIDE,['ROPINIROLE HYDROCHLORIDE'],UNKNOWN,,0
DKL2017630037A1,RESPITUSS,LEVODROPROPIZINE,['LEVODROPROPIZINE'],UNKNOWN,,0
DKI1848500268A1,RESPIVENT,SALBUTAMOL SULFATE. IPRATROPIUM BROMIDE ANHYDRATE,['SALBUTAMOL SULFATE. IPRATROPIUM BROMIDE ANHYDRATE'],UNKNOWN,,0
DKL2617635710A1,RESTILUT,NORETHISTERONE,['NORETHISTERONE'],UNKNOWN,,0
DKL0635802129C1,"RETICOR 0,1",TRETINOIN,['TRETINOIN'],UNKNOWN,,0
DKI2490401638A1,REVATIO,SILDENAFIL CITRATE,['SILDENAFIL CITRATE'],UNKNOWN,,0
DTL1521645337A1,REXCOF PLUS,BROMHEXINE HYDROCHLORIDE | GUAIFENESIN,"['BROMHEXINE HYDROCHLORIDE', 'GUAIFENESIN']",UNKNOWN,,0
LKE13147022,REXIDOL FORTE,CAFFEINE. PARACETAMOL,['CAFFEINE. PARACETAMOL'],xantin,xantin,1
LKE23380001,RHEA KETOANALOGUES + ESSENTIAL AMINO ACIDS,KOMBINASI-KETO GRANULATE AMINO ALPHA-KETOACID MIXTURE,['KETO GRANULATE AMINO ALPHA-KETOACID MIXTURE'],UNKNOWN,,0
DTL2540505410A1,RHINODEX DMP,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE MONOHYDRATE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE MONOHYDRATE', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DTL9305011837A1,RHINOFED,PSEUDOEPHEDRINE HYDROCHLORIDE | TRIPROLIDINE HYDROCHLORIDE,[],UNKNOWN,,0
DKL2328212114A1,RHINOMAX,DESLORATADINE. PSEUDOEPHEDRINE SULFATE,['DESLORATADINE. PSEUDOEPHEDRINE SULFATE'],UNKNOWN,,0
DKL9905028303A1,RHINOS SR,LORATADINE | PSEUDOEPHEDRINE HYDROCHLORIDE,"['LORATADINE', 'PSEUDOEPHEDRINE HYDROCHLORIDE']",UNKNOWN,,0
DKI1555202844B1,RIBOMUSTIN,BENDAMUSTINE HYDROCHLORIDE,['BENDAMUSTINE HYDROCHLORIDE'],UNKNOWN,,0
GKL2419935617A1,RIFAMPICIN 150 MG / ISONIAZID 75 MG,ISONIAZID. RIFAMPICIN,['ISONIAZID. RIFAMPICIN'],UNKNOWN,,0
GKL0620932009A1,RIFAMPICIN 150 MG/ISONIAZID 75 MG/PYRAZINAMIDE 400 MG/ETHAMBUTOL 275 MG,RIFAMPICIN. ISONIAZID. PYRAZINAMIDE. ETHAMBUTOL HYDROCHLORIDE,['RIFAMPICIN. ISONIAZID. PYRAZINAMIDE. ETHAMBUTOL HYDROCHLORIDE'],UNKNOWN,,0
LKE24209022,RIFAMPICIN 300 MG,RIFAMPICIN,['RIFAMPICIN'],UNKNOWN,,0
GKL1019927781A1,RIFAMPICIN 75 MG / ISONIAZID 50 MG,ISONIAZID | RIFAMPICIN,"['ISONIAZID', 'RIFAMPICIN']",UNKNOWN,,0
GKL2422264549A1,RINGER ACETATE,SODIUM CHLORIDE. SODIUM ACETATE TRIHYDRATE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE,['SODIUM CHLORIDE. SODIUM ACETATE TRIHYDRATE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE'],UNKNOWN,,0
GKL2218709749A1,RINGER ACETATE,CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM ACETATE TRIHYDRATE,['CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM ACETATE TRIHYDRATE'],UNKNOWN,,0
GKL2212433249A1,RINGER ACETATE,SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. SODIUM ACETATE TRIHYDRATE. POTASSIUM CHLORIDE,['SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. SODIUM ACETATE TRIHYDRATE. POTASSIUM CHLORIDE'],UNKNOWN,,0
GKL2342900649A1,RINGER LACTATE,SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE SOLUTION 50%,['SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM LACTATE SOLUTION 50%'],UNKNOWN,,0
GKL9230500449A1,RINGER LACTATE,SODIUM LACTATE. SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE,['SODIUM LACTATE. SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE'],UNKNOWN,,0
GKL1741700849A1,RINGER LACTATE,POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. SODIUM LACTATE. SODIUM CHLORIDE,['POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. SODIUM LACTATE. SODIUM CHLORIDE'],UNKNOWN,,0
GKL1742600349A1,RINGER LACTATE,SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE,['SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE. POTASSIUM CHLORIDE. SODIUM CHLORIDE'],UNKNOWN,,0
GKL2012430949A1,RINGER LACTATE,POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE,['POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE'],UNKNOWN,,0
DKI1386701549A1,RINGERFUNDIN,SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. L-MALIC ACID,['SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. L-MALIC ACID'],UNKNOWN,,0
DKL2033550243A1,RINVELL,EPHEDRINE HYDROCHLORIDE,['EPHEDRINE HYDROCHLORIDE'],UNKNOWN,,0
DKL2211647749A1,RITUXIKAL,RITUXIMAB,[],UNKNOWN,,0
LKE25245009,ROBIKIDS,CARBOCISTEINE,['CARBOCISTEINE'],UNKNOWN,,0
LKE25245008,ROBITUSSIN DM,DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN,"['DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN']",UNKNOWN,,0
DKL2527510541A1,ROEGAN 2,MINOXIDIL,['MINOXIDIL'],UNKNOWN,,0
DTL2640001646A1,ROHTO DRYFRESH PRO,DEXTRAN 70 | HYPROMELLOSE,"['DEXTRAN 70', 'HYPROMELLOSE']",UNKNOWN,,0
DBL1440000645A1,ROHTO EYE FLUSH,WITCH HAZEL,['WITCH HAZEL'],UNKNOWN,,0
DTL1840001046A1,ROHTO V-EXTRA,TETRAHYDROZOLINE HYDROCHLORIDE. MACROGOL 400,['TETRAHYDROZOLINE HYDROCHLORIDE. MACROGOL 400'],UNKNOWN,,0
DKL2035310450A1,RONASTIN,METRONIDAZOLE | NYSTATIN,"['METRONIDAZOLE', 'NYSTATIN']",UNKNOWN,,0
DKL2306721043A1,ROPITES,ROPIVACAINE HYDROCHLORIDE,['ROPIVACAINE HYDROCHLORIDE'],UNKNOWN,,0
IKE24669001,ROSUZET,EZETIMIBE. ROSUVASTATIN CALCIUM,['EZETIMIBE. ROSUVASTATIN CALCIUM'],statin,statin,1
LKE25066212,ROSUZET,EZETIMIBE | ROSUVASTATIN CALCIUM,"['EZETIMIBE', 'ROSUVASTATIN CALCIUM']",statin,statin,1
DKI2276703933A1,ROTARIX,LIVE ATTENUATED HUMAN ROTAVIRUS (RIX4414 STRAIN),['LIVE ATTENUATED HUMAN ROTAVIRUS (RIX4414 STRAIN)'],UNKNOWN,,0
DKI1063601935A1,ROTATEQ,LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE G1 | LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE G2 | LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE G3 | LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE G4 | LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE P1,"['LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE G1', 'LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE G2', 'LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE G3', 'LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE G4', 'LIVE REASSORTANT HUMAN-BOVINE ROTAVIRUS TYPE P1']",UNKNOWN,,0
DKI2362900236A1,ROTAVAC,LIVE ATTENUATED HUMAN ROTAVIRUS (116E STRAIN),['LIVE ATTENUATED HUMAN ROTAVIRUS (116E STRAIN)'],UNKNOWN,,0
DKL2434617217A1,ROXAF,RIVAROXABAN,['RIVAROXABAN'],antikoagulan,antikoagulan,1
DKL2633560810A1,ROXEMID,FUROSEMIDE,['FUROSEMIDE'],UNKNOWN,,0
DKI2457511701A1,ROZLYTREK,ENTRECTINIB,['ENTRECTINIB'],UNKNOWN,,0
DKI1406000310A1,RUPAFIN,RUPATADINE FUMARATE,['RUPATADINE FUMARATE'],UNKNOWN,,0
DKI2660002249A1,RYBREVANT,AMIVANTAMAB,['AMIVANTAMAB'],UNKNOWN,,0
DKL0200202617A1,RYTMONORM,PROPAFENONE HYDROCHLORIDE,['PROPAFENONE HYDROCHLORIDE'],UNKNOWN,,0
DKI2232300743A1,RYZODEG,INSULIN DEGLUDEC. INSULIN ASPART,['INSULIN DEGLUDEC. INSULIN ASPART'],antidiabetes,antidiabetes,1
DKI2232300743A2,RYZODEG,INSULIN ASPART | INSULIN DEGLUDEC,"['INSULIN ASPART', 'INSULIN DEGLUDEC']",antidiabetes,antidiabetes,1
DKI2218604817A1,SACUVAN,SACUBITRIL VALSARTAN SODIUM,['SACUBITRIL VALSARTAN SODIUM'],ace_arb,ace_arb,1
DKL0228603229A1,SAGALON,DOXEPIN HYDROCHLORIDE,['DOXEPIN HYDROCHLORIDE'],UNKNOWN,,0
DKL7804407610B1,SALBRON,SALBUTAMOL SULFATE,['SALBUTAMOL SULFATE'],UNKNOWN,,0
DKL1209320843A1,SALDONA,CARBAZOCHROME SODIUM SULFONATE,['CARBAZOCHROME SODIUM SULFONATE'],UNKNOWN,,0
DKL9906411829A1,SALGEN PLUS,GENTAMICIN SULFATE. BETAMETHASONE VALERATE,['GENTAMICIN SULFATE. BETAMETHASONE VALERATE'],kortikosteroid,kortikosteroid,1
DKI1709700810A1,SAMSCA,TOLVAPTAN,[],UNKNOWN,,0
DTL7822231237A1,SANADRYL DMP,AMMONIUM CHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | DIPHENHYDRAMINE HYDROCHLORIDE | SODIUM CITRATE DIHYDRATE,"['AMMONIUM CHLORIDE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'DIPHENHYDRAMINE HYDROCHLORIDE', 'SODIUM CITRATE DIHYDRATE']",UNKNOWN,,0
DTL9222212104A1,SANAFLU,PHENYLEPHRINE HYDROCHLORIDE. PARACETAMOL,['PHENYLEPHRINE HYDROCHLORIDE. PARACETAMOL'],UNKNOWN,,0
LKE21222012,SANAFLU FORTE,PARACETAMOL | PHENYLPROPANOLAMINE HYDROCHLORIDE,"['PARACETAMOL', 'PHENYLPROPANOLAMINE HYDROCHLORIDE']",UNKNOWN,,0
DTL0322212104B1,SANAFLU FORTE,PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,"['PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DTL0622242604A1,SANAFLU PLUS BATUK,PHENYLEPHRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. PARACETAMOL,['PHENYLEPHRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. PARACETAMOL'],UNKNOWN,,0
DTL7822231337A1,SANAFLU PLUS BATUK,PARACETAMOL. PHENYLPROPANOLAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE,['PARACETAMOL. PHENYLPROPANOLAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE'],UNKNOWN,,0
LKE21222013,SANAFLU PLUS BATUK,DEXTROMETHORPHAN HYDROBROMIDE | PARACETAMOL | PHENYLPROPANOLAMINE HYDROCHLORIDE,"['DEXTROMETHORPHAN HYDROBROMIDE', 'PARACETAMOL', 'PHENYLPROPANOLAMINE HYDROCHLORIDE']",UNKNOWN,,0
DBL2322264346A1,SANBE FRESH,POLYVINYLPYRROLIDONE,['POLYVINYLPYRROLIDONE'],UNKNOWN,,0
DKL1022247849A1,SANBE HEST 130,SODIUM CHLORIDE | TETRASTARCH,"['SODIUM CHLORIDE', 'TETRASTARCH']",UNKNOWN,,0
DKL1022248449A1,SANBE HEST 200,SODIUM CHLORIDE. HEXASTARCH,['SODIUM CHLORIDE. HEXASTARCH'],UNKNOWN,,0
LKE25222016,SANBE HEST 200,HEXASTARCH | SODIUM CHLORIDE,"['HEXASTARCH', 'SODIUM CHLORIDE']",UNKNOWN,,0
DKL2022258241A1,SANBE-HAIR,FINASTERIDE | MINOXIDIL,"['FINASTERIDE', 'MINOXIDIL']",UNKNOWN,,0
DKL7622252130A1,SANCORTMYCIN,HYDROCORTISONE. OXYTETRACYCLINE HYDROCHLORIDE,['HYDROCORTISONE. OXYTETRACYCLINE HYDROCHLORIDE'],antibiotik_tetrasiklin,antibiotik_tetrasiklin,1
DKL0033302417A1,SANDEPRIL 50,MAPROTILINE HYDROCHLORIDE,['MAPROTILINE HYDROCHLORIDE'],UNKNOWN,,0
DKI2265700143A1,SANDOSTATIN,OCTREOTIDE,['OCTREOTIDE'],UNKNOWN,,0
DKI2281602044B1,SANDOSTATIN LAR,OCTREOTIDE ACETATE,['OCTREOTIDE ACETATE'],UNKNOWN,,0
LKE13158001,SANGOBION,ASCORBIC ACID | COPPER (II) SULFATE PENTAHYDRATE | CYANOCOBALAMIN | FERROUS GLUCONATE | FOLIC ACID | MANGANESE SULFATE,"['ASCORBIC ACID', 'COPPER (II) SULFATE PENTAHYDRATE', 'CYANOCOBALAMIN', 'FERROUS GLUCONATE', 'FOLIC ACID', 'MANGANESE SULFATE']",UNKNOWN,,0
LKE15158008,SANGOBION,FERROUS GLUCONATE. BIOTIN. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. NICOTINAMIDE. RIBOFLAVIN,['FERROUS GLUCONATE. BIOTIN. THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. NICOTINAMIDE. RIBOFLAVIN'],UNKNOWN,,0
DKL2222263709A1,SANOFETIL,MYCOPHENOLATE MOFETIL,['MYCOPHENOLATE MOFETIL'],imunosupresan,imunosupresan,1
DKL1122249410A1,SANTAGESIK,METAMIZOLE SODIUM MONOHYDRATE,['METAMIZOLE SODIUM MONOHYDRATE'],UNKNOWN,,0
DKI2551305249A1,SAPHNELO,ANIFROLUMAB,['ANIFROLUMAB'],UNKNOWN,,0
DTL0502005210A1,SARIDON,CAFFEINE | PARACETAMOL | PROPYPHENAZONE,"['CAFFEINE', 'PARACETAMOL', 'PROPYPHENAZONE']",xantin,xantin,1
DKL2132302629A1,SCABICID,PERMETHRIN,['PERMETHRIN'],UNKNOWN,,0
DKL9422710629A1,SCANDERMA PLUS,BACITRACIN ZINC | BETAMETHASONE DIPROPIONATE | NEOMYCIN SULFATE,"['BACITRACIN ZINC', 'BETAMETHASONE DIPROPIONATE', 'NEOMYCIN SULFATE']",kortikosteroid,kortikosteroid,1
DKL2522730029A1,SCANDEXON,CLOTRIMAZOLE | DEXAMETHASONE ACETATE,"['CLOTRIMAZOLE', 'DEXAMETHASONE ACETATE']",kortikosteroid,kortikosteroid,1
DKI2008101043A1,SCILIN N,HUMAN INSULIN,['HUMAN INSULIN'],antidiabetes,antidiabetes,1
DTL1140000165A1,SELSUN YELLOW,SELENIUM SULFIDE,['SELENIUM SULFIDE'],UNKNOWN,,0
DKL9932206837A1,SELVIGON,PIPAZETATE HYDROCHLORIDE,['PIPAZETATE HYDROCHLORIDE'],UNKNOWN,,0
DKL1033523423A1,SEQUEST,COLESTYRAMINE,['COLESTYRAMINE'],UNKNOWN,,0
DKI1191600568B2,SERETIDE 125,SALMETEROL XINAFOATE. FLUTICASONE PROPIONAT,['SALMETEROL XINAFOATE. FLUTICASONE PROPIONAT'],kortikosteroid,kortikosteroid,1
DKI1991500167A1,SERETIDE DISKUS,FLUTICASONE PROPIONATE. SALMETEROL XINAFOATE,['FLUTICASONE PROPIONATE. SALMETEROL XINAFOATE'],kortikosteroid,kortikosteroid,1
DKL7825202101A1,SESDEN,TIMEPIDIUM BROMIDE,['TIMEPIDIUM BROMIDE'],UNKNOWN,,0
DKL0433509943A1,SETROVEL,TROPISETRON HYDROCLORIDE,['TROPISETRON HYDROCLORIDE'],UNKNOWN,,0
DKI0980102275A1,SEVOFLURANE BAXTER,SEVOFLURANE,['SEVOFLURANE'],UNKNOWN,,0
DKI1627100143A1,SHAN IPV,INACTIVATED POLIOMYELITIS VIRUS TYPE 1 (MAHONEY STRAIN) | INACTIVATED POLIOMYELITIS VIRUS TYPE 2 (MEF STRAIN) | INACTIVATED POLIOMYELITIS VIRUS TYPE 3 (SAUKETT STRAIN),"['INACTIVATED POLIOMYELITIS VIRUS TYPE 1 (MAHONEY STRAIN)', 'INACTIVATED POLIOMYELITIS VIRUS TYPE 2 (MEF STRAIN)', 'INACTIVATED POLIOMYELITIS VIRUS TYPE 3 (SAUKETT STRAIN)']",UNKNOWN,,0
DKI2476704044A1,SHINGRIX,RECOMBINANT VARICELLA ZOSTER VIRUS GLYCOPROTEIN E,['RECOMBINANT VARICELLA ZOSTER VIRUS GLYCOPROTEIN E'],UNKNOWN,,0
DPL1333310610A1,SIBITAL 50,PHENOBARBITAL,['PHENOBARBITAL'],antikonvulsan,antikonvulsan,1
DKI2550315017A1,SIDAPVIA,DAPAGLIFLOZIN PROPANEDIOL | SITAGLIPTIN PHOSPHATE MONOHYDRATE,"['DAPAGLIFLOZIN PROPANEDIOL', 'SITAGLIPTIN PHOSPHATE MONOHYDRATE']",antidiabetes,antidiabetes,1
DTL7802341637A1,SIDIADRYL EXPECTORANT,AMMONIUM CHLORIDE | DIPHENHYDRAMINE HYDROCHLORIDE,"['AMMONIUM CHLORIDE', 'DIPHENHYDRAMINE HYDROCHLORIDE']",UNKNOWN,,0
DKI2540300743A1,SIIHEXA,DIPHTERIA TOXOID | HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID | HEPATITIS B SURFACE ANTIGEN | INACTIVATED BORDETELLA PERTUSSIS | INACTIVATED POLIOMYELITIS VIRUS TYPE 1 (MAHONEY STRAIN) | INACTIVATED POLIOMYELITIS VIRUS TYPE 2 (MEF STRAIN) | INACTIVATED POLIOMYELITIS VIRUS TYPE 3 (SAUKETT STRAIN) | TETANUS TOXOID,"['DIPHTERIA TOXOID', 'HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID', 'HEPATITIS B SURFACE ANTIGEN', 'INACTIVATED BORDETELLA PERTUSSIS', 'INACTIVATED POLIOMYELITIS VIRUS TYPE 1 (MAHONEY STRAIN)', 'INACTIVATED POLIOMYELITIS VIRUS TYPE 2 (MEF STRAIN)', 'INACTIVATED POLIOMYELITIS VIRUS TYPE 3 (SAUKETT STRAIN)', 'TETANUS TOXOID']",UNKNOWN,,0
DKI1034100143A1,SIKZONOATE,FLUPHENAZINE DECANOATE,['FLUPHENAZINE DECANOATE'],UNKNOWN,,0
